drug_id,protein_id,interaction,split
D00181,P00188,0,train
D00182,P00016,0,train
D00061,P00019,1,train
D00183,P00189,0,train
D00184,P00089,0,train
D00185,P00190,1,train
D00186,P00191,0,train
D00187,P00187,0,train
D00085,P00192,0,train
D00065,P00035,1,train
D00188,P00193,0,train
D00050,P00194,0,train
D00189,P00195,0,train
D00171,P00176,1,train
D00022,P00196,1,train
D00190,P00197,1,train
D00191,P00198,0,train
D00192,P00199,1,train
D00193,P00200,1,train
D00194,P00172,0,train
D00065,P00201,1,train
D00134,P00202,0,train
D00195,P00203,0,train
D00196,P00019,1,train
D00197,P00020,1,train
D00109,P00020,1,train
D00198,P00204,0,train
D00199,P00205,0,train
D00021,P00040,0,train
D00200,P00206,0,train
D00201,P00207,0,train
D00022,P00208,1,train
D00202,P00209,1,train
D00203,P00004,1,train
D00204,P00019,1,train
D00205,P00210,0,train
D00206,P00115,1,train
D00207,P00113,1,train
D00122,P00211,0,train
D00208,P00212,0,train
D00209,P00213,0,train
D00210,P00214,1,train
D00211,P00215,0,train
D00212,P00216,0,train
D00213,P00217,1,train
D00005,P00020,1,train
D00214,P00218,0,train
D00025,P00219,0,train
D00215,P00220,0,train
D00216,P00221,0,train
D00217,P00144,0,train
D00005,P00222,1,train
D00218,P00020,1,train
D00219,P00038,0,train
D00022,P00223,1,train
D00220,P00020,1,train
D00078,P00224,0,train
D00221,P00225,0,train
D00222,P00019,1,train
D00223,P00226,0,train
D00224,P00227,0,train
D00225,P00043,1,train
D00226,P00206,0,train
D00227,P00135,1,train
D00003,P00228,0,train
D00228,P00229,0,train
D00229,P00230,0,train
D00230,P00231,0,train
D00005,P00232,1,train
D00005,P00233,1,train
D00231,P00154,1,train
D00109,P00114,1,train
D00232,P00118,1,train
D00233,P00234,0,train
D00005,P00235,1,train
D00065,P00236,1,train
D00234,P00058,1,train
D00235,P00019,1,train
D00236,P00019,1,train
D00041,P00237,0,train
D00021,P00238,0,train
D00237,P00239,1,train
D00125,P00166,1,train
D00238,P00118,1,train
D00239,P00240,0,train
D00049,P00241,0,train
D00240,P00242,1,train
D00241,P00154,0,train
D00242,P00243,0,train
D00005,P00113,1,train
D00014,P00244,1,train
D00243,P00245,1,train
D00094,P00246,0,train
D00014,P00020,1,train
D00244,P00035,0,train
D00023,P00158,0,train
D00245,P00247,0,train
D00246,P00248,0,train
D00109,P00249,1,train
D00247,P00020,1,train
D00022,P00250,1,train
D00178,P00116,0,train
D00248,P00251,0,train
D00065,P00252,1,train
D00189,P00253,0,train
D00005,P00254,1,train
D00005,P00249,1,train
D00249,P00255,0,train
D00250,P00147,0,train
D00251,P00256,0,train
D00252,P00230,0,train
D00253,P00152,1,train
D00119,P00257,1,train
D00022,P00258,1,train
D00254,P00113,1,train
D00082,P00259,0,train
D00042,P00260,0,train
D00255,P00261,0,train
D00256,P00262,0,train
D00257,P00120,1,train
D00022,P00263,1,train
D00258,P00264,1,train
D00259,P00265,0,train
D00260,P00266,0,train
D00261,P00118,1,train
D00102,P00267,0,train
D00041,P00268,0,train
D00262,P00269,0,train
D00263,P00151,0,train
D00264,P00270,0,train
D00065,P00026,1,train
D00019,P00019,1,train
D00065,P00271,1,train
D00265,P00272,0,train
D00266,P00273,0,train
D00172,P00274,0,train
D00267,P00275,0,train
D00139,P00276,0,train
D00268,P00058,1,train
D00269,P00211,0,train
D00270,P00277,0,train
D00271,P00278,0,train
D00272,P00279,0,train
D00273,P00280,1,train
D00274,P00281,1,train
D00275,P00282,0,train
D00065,P00283,1,train
D00109,P00284,1,train
D00276,P00019,1,train
D00078,P00285,0,train
D00277,P00019,1,train
D00278,P00020,1,train
D00101,P00286,0,train
D00279,P00019,1,train
D00280,P00287,1,train
D00281,P00011,0,train
D00125,P00020,1,train
D00194,P00288,0,train
D00282,P00289,0,train
D00065,P00290,1,train
D00283,P00291,0,train
D00144,P00292,0,train
D00284,P00019,1,train
D00065,P00293,1,train
D00011,P00294,0,train
D00285,P00122,0,train
D00025,P00295,0,train
D00065,P00296,1,train
D00025,P00297,0,train
D00078,P00298,0,train
D00286,P00299,0,train
D00022,P00300,1,train
D00215,P00298,0,train
D00287,P00301,0,train
D00288,P00020,1,train
D00289,P00019,1,train
D00215,P00302,0,train
D00182,P00009,0,train
D00290,P00303,0,train
D00149,P00304,1,train
D00192,P00305,1,train
D00291,P00306,0,train
D00022,P00307,1,train
D00292,P00020,1,train
D00289,P00019,1,train
D00022,P00308,1,train
D00293,P00095,1,train
D00294,P00309,0,train
D00022,P00310,1,train
D00295,P00311,0,train
D00172,P00134,0,train
D00005,P00199,1,train
D00296,P00206,0,train
D00297,P00312,1,train
D00005,P00313,1,train
D00136,P00055,0,train
D00298,P00314,0,train
D00083,P00135,1,train
D00299,P00315,0,train
D00300,P00316,0,train
D00076,P00317,0,train
D00301,P00318,0,train
D00302,P00319,1,train
D00303,P00019,1,train
D00304,P00019,1,train
D00005,P00320,1,train
D00305,P00321,0,train
D00109,P00249,1,train
D00037,P00322,1,train
D00288,P00020,1,train
D00306,P00033,0,train
D00307,P00020,1,train
D00181,P00221,0,train
D00308,P00323,0,train
D00078,P00194,0,train
D00022,P00028,1,train
D00309,P00324,0,train
D00310,P00009,0,train
D00201,P00289,0,train
D00005,P00239,1,train
D00311,P00325,0,train
D00312,P00326,0,train
D00313,P00327,1,train
D00022,P00328,1,train
D00183,P00329,0,train
D00125,P00023,1,train
D00314,P00330,1,train
D00190,P00289,1,train
D00101,P00331,0,train
D00315,P00004,1,train
D00065,P00332,1,train
D00058,P00135,1,train
D00316,P00206,0,train
D00317,P00333,1,train
D00005,P00334,1,train
D00298,P00335,0,train
D00004,P00327,1,train
D00318,P00019,1,train
D00319,P00336,0,train
D00028,P00020,1,train
D00096,P00337,0,train
D00136,P00338,0,train
D00065,P00339,1,train
D00005,P00020,1,train
D00301,P00340,0,train
D00320,P00341,0,train
D00077,P00342,0,train
D00321,P00019,1,train
D00076,P00343,0,train
D00183,P00344,0,train
D00022,P00287,1,train
D00322,P00345,0,train
D00005,P00346,1,train
D00323,P00347,0,train
D00324,P00348,0,train
D00325,P00349,1,train
D00326,P00350,0,train
D00005,P00166,1,train
D00175,P00019,1,train
D00327,P00135,1,train
D00014,P00351,1,train
D00328,P00352,0,train
D00258,P00028,1,train
D00329,P00353,1,train
D00022,P00354,1,train
D00176,P00355,0,train
D00065,P00356,1,train
D00330,P00357,0,train
D00185,P00043,1,train
D00025,P00358,0,train
D00084,P00359,0,train
D00331,P00360,0,train
D00172,P00361,0,train
D00005,P00020,1,train
D00171,P00362,1,train
D00022,P00168,1,train
D00020,P00020,1,train
D00332,P00249,1,train
D00333,P00363,1,train
D00022,P00364,1,train
D00334,P00052,0,train
D00101,P00077,0,train
D00022,P00365,1,train
D00005,P00083,1,train
D00335,P00347,1,train
D00014,P00366,1,train
D00336,P00367,0,train
D00337,P00043,0,train
D00338,P00368,1,train
D00339,P00369,0,train
D00340,P00327,1,train
D00341,P00044,1,train
D00342,P00370,0,train
D00022,P00371,1,train
D00102,P00015,0,train
D00171,P00372,1,train
D00022,P00020,1,train
D00172,P00373,0,train
D00343,P00374,0,train
D00344,P00375,1,train
D00047,P00344,0,train
D00345,P00376,0,train
D00093,P00377,0,train
D00037,P00378,1,train
D00346,P00072,0,train
D00005,P00023,1,train
D00092,P00379,0,train
D00019,P00019,1,train
D00119,P00020,1,train
D00347,P00020,1,train
D00171,P00380,1,train
D00003,P00265,0,train
D00146,P00381,1,train
D00348,P00382,0,train
D00349,P00383,0,train
D00350,P00384,0,train
D00307,P00366,1,train
D00351,P00004,1,train
D00352,P00385,0,train
D00009,P00386,0,train
D00125,P00387,1,train
D00105,P00388,0,train
D00353,P00389,0,train
D00354,P00390,1,train
D00355,P00391,0,train
D00356,P00385,0,train
D00065,P00392,1,train
D00357,P00393,1,train
D00358,P00215,1,train
D00359,P00135,0,train
D00360,P00167,0,train
D00003,P00394,0,train
D00361,P00299,0,train
D00362,P00327,1,train
D00363,P00264,1,train
D00364,P00395,1,train
D00365,P00396,0,train
D00366,P00397,0,train
D00028,P00020,1,train
D00367,P00205,0,train
D00189,P00398,0,train
D00368,P00399,1,train
D00250,P00400,0,train
D00005,P00115,1,train
D00369,P00401,0,train
D00198,P00402,0,train
D00258,P00403,1,train
D00370,P00019,1,train
D00371,P00135,1,train
D00005,P00404,1,train
D00372,P00405,1,train
D00015,P00406,1,train
D00373,P00407,1,train
D00144,P00408,0,train
D00374,P00186,1,train
D00375,P00135,1,train
D00005,P00249,1,train
D00172,P00409,0,train
D00148,P00152,1,train
D00376,P00410,1,train
D00377,P00206,0,train
D00009,P00411,0,train
D00377,P00009,0,train
D00378,P00412,1,train
D00379,P00086,1,train
D00380,P00118,1,train
D00381,P00115,1,train
D00382,P00168,0,train
D00383,P00020,1,train
D00384,P00413,0,train
D00385,P00159,0,train
D00386,P00191,1,train
D00005,P00256,1,train
D00065,P00414,1,train
D00065,P00415,1,train
D00005,P00416,1,train
D00269,P00417,0,train
D00216,P00418,0,train
D00022,P00404,1,train
D00331,P00419,0,train
D00031,P00219,0,train
D00079,P00020,1,train
D00059,P00420,1,train
D00051,P00241,0,train
D00037,P00421,1,train
D00065,P00124,1,train
D00387,P00422,0,train
D00388,P00141,0,train
D00065,P00423,1,train
D00262,P00424,0,train
D00022,P00425,1,train
D00125,P00426,1,train
D00389,P00019,1,train
D00390,P00019,1,train
D00065,P00427,1,train
D00391,P00025,1,train
D00392,P00428,0,train
D00147,P00429,0,train
D00093,P00134,0,train
D00393,P00430,0,train
D00394,P00431,0,train
D00161,P00432,0,train
D00250,P00433,0,train
D00005,P00020,1,train
D00395,P00019,1,train
D00396,P00025,1,train
D00397,P00434,0,train
D00398,P00435,1,train
D00022,P00436,1,train
D00028,P00437,1,train
D00399,P00020,1,train
D00106,P00019,1,train
D00400,P00438,0,train
D00022,P00283,1,train
D00401,P00439,0,train
D00402,P00423,1,train
D00005,P00113,1,train
D00403,P00440,0,train
D00022,P00416,1,train
D00404,P00281,1,train
D00330,P00441,0,train
D00250,P00179,0,train
D00405,P00393,1,train
D00022,P00040,1,train
D00149,P00442,1,train
D00406,P00239,1,train
D00032,P00034,1,train
D00290,P00327,1,train
D00407,P00443,0,train
D00408,P00389,0,train
D00065,P00118,1,train
D00217,P00444,0,train
D00014,P00445,1,train
D00161,P00446,0,train
D00409,P00447,1,train
D00005,P00448,1,train
D00410,P00449,0,train
D00411,P00020,1,train
D00412,P00450,1,train
D00413,P00351,1,train
D00414,P00055,1,train
D00415,P00451,0,train
D00416,P00187,1,train
D00417,P00452,0,train
D00005,P00453,1,train
D00235,P00454,0,train
D00093,P00455,0,train
D00418,P00456,0,train
D00125,P00312,1,train
D00419,P00009,0,train
D00181,P00418,0,train
D00105,P00457,0,train
D00420,P00055,1,train
D00259,P00458,0,train
D00022,P00020,1,train
D00421,P00417,0,train
D00422,P00428,0,train
D00065,P00459,1,train
D00423,P00460,0,train
D00276,P00019,1,train
D00424,P00461,1,train
D00425,P00019,0,train
D00093,P00462,0,train
D00426,P00463,0,train
D00332,P00464,1,train
D00427,P00120,1,train
D00428,P00262,0,train
D00429,P00465,0,train
D00430,P00466,0,train
D00005,P00467,1,train
D00105,P00468,0,train
D00431,P00469,0,train
D00432,P00352,0,train
D00433,P00160,1,train
D00434,P00058,1,train
D00435,P00470,1,train
D00005,P00055,1,train
D00436,P00020,1,train
D00437,P00471,1,train
D00350,P00472,0,train
D00368,P00473,1,train
D00022,P00040,1,train
D00022,P00474,1,train
D00343,P00475,0,train
D00438,P00020,1,train
D00439,P00476,0,train
D00440,P00477,0,train
D00441,P00478,0,train
D00042,P00479,0,train
D00442,P00099,0,train
D00443,P00019,1,train
D00444,P00245,1,train
D00005,P00480,1,train
D00363,P00481,1,train
D00445,P00125,0,train
D00446,P00482,0,train
D00005,P00113,1,train
D00398,P00283,1,train
D00100,P00019,1,train
D00288,P00437,1,train
D00005,P00020,1,train
D00022,P00044,1,train
D00398,P00483,1,train
D00447,P00019,1,train
D00005,P00044,1,train
D00439,P00484,0,train
D00052,P00485,0,train
D00230,P00486,0,train
D00448,P00230,1,train
D00449,P00019,1,train
D00450,P00200,1,train
D00451,P00487,1,train
D00452,P00488,0,train
D00453,P00020,1,train
D00283,P00489,0,train
D00294,P00486,0,train
D00454,P00067,0,train
D00398,P00490,1,train
D00455,P00491,0,train
D00456,P00020,1,train
D00005,P00020,1,train
D00037,P00492,1,train
D00037,P00407,1,train
D00065,P00349,1,train
D00022,P00304,1,train
D00004,P00493,1,train
D00020,P00257,1,train
D00457,P00296,1,train
D00458,P00494,1,train
D00014,P00495,1,train
D00459,P00118,1,train
D00181,P00496,0,train
D00441,P00497,0,train
D00460,P00498,0,train
D00022,P00499,1,train
D00274,P00281,1,train
D00014,P00500,1,train
D00461,P00501,0,train
D00300,P00502,0,train
D00022,P00503,1,train
D00065,P00118,1,train
D00462,P00114,1,train
D00463,P00209,1,train
D00464,P00504,1,train
D00465,P00020,1,train
D00466,P00505,0,train
D00101,P00033,0,train
D00467,P00019,1,train
D00113,P00413,1,train
D00038,P00506,0,train
D00468,P00135,1,train
D00049,P00470,0,train
D00105,P00174,0,train
D00469,P00486,0,train
D00470,P00507,0,train
D00449,P00019,1,train
D00471,P00508,0,train
D00472,P00019,1,train
D00003,P00509,0,train
D00473,P00510,1,train
D00306,P00511,0,train
D00010,P00512,0,train
D00022,P00513,1,train
D00005,P00514,1,train
D00372,P00515,1,train
D00474,P00118,1,train
D00029,P00019,1,train
D00475,P00229,0,train
D00476,P00516,1,train
D00005,P00249,1,train
D00227,P00135,1,train
D00065,P00517,1,train
D00477,P00518,0,train
D00460,P00519,0,train
D00392,P00019,1,train
D00217,P00176,0,train
D00022,P00085,1,train
D00021,P00520,0,train
D00478,P00521,0,train
D00479,P00522,0,train
D00480,P00004,1,train
D00481,P00198,0,train
D00482,P00523,0,train
D00065,P00515,1,train
D00258,P00264,1,train
D00483,P00019,1,train
D00432,P00303,0,train
D00383,P00524,1,train
D00083,P00019,1,train
D00065,P00283,1,train
D00484,P00118,1,train
D00485,P00019,1,train
D00486,P00525,0,train
D00466,P00526,0,train
D00042,P00527,0,train
D00181,P00528,0,train
D00487,P00135,1,train
D00014,P00004,1,train
D00066,P00529,0,train
D00488,P00530,0,train
D00020,P00020,1,train
D00005,P00531,1,train
D00013,P00013,1,train
D00489,P00532,0,train
D00490,P00533,0,train
D00147,P00534,0,train
D00491,P00535,0,train
D00492,P00536,1,train
D00059,P00028,1,train
D00493,P00280,0,train
D00494,P00537,1,train
D00005,P00053,1,train
D00495,P00086,1,train
D00496,P00019,1,train
D00005,P00538,1,train
D00497,P00019,1,train
D00498,P00539,0,train
D00319,P00237,0,train
D00499,P00227,0,train
D00370,P00019,1,train
D00500,P00540,0,train
D00078,P00541,0,train
D00096,P00109,0,train
D00270,P00542,0,train
D00501,P00135,1,train
D00204,P00019,1,train
D00065,P00020,1,train
D00502,P00004,1,train
D00005,P00020,1,train
D00503,P00543,1,train
D00301,P00544,0,train
D00004,P00545,1,train
D00125,P00546,1,train
D00065,P00547,1,train
D00504,P00548,1,train
D00505,P00539,1,train
D00372,P00215,1,train
D00208,P00549,0,train
D00076,P00032,0,train
D00506,P00550,0,train
D00341,P00026,1,train
D00507,P00144,0,train
D00508,P00551,0,train
D00215,P00552,0,train
D00509,P00135,1,train
D00162,P00553,0,train
D00005,P00554,1,train
D00123,P00555,0,train
D00510,P00556,0,train
D00511,P00118,1,train
D00022,P00557,1,train
D00102,P00558,0,train
D00022,P00275,1,train
D00215,P00417,0,train
D00512,P00559,0,train
D00022,P00560,1,train
D00513,P00020,1,train
D00398,P00095,1,train
D00162,P00044,0,train
D00514,P00561,0,train
D00096,P00562,0,train
D00515,P00445,1,train
D00516,P00186,1,train
D00517,P00563,0,train
D00518,P00564,0,train
D00519,P00510,0,train
D00125,P00412,1,train
D00310,P00303,0,train
D00520,P00118,1,train
D00094,P00565,0,train
D00242,P00566,0,train
D00521,P00567,1,train
D00522,P00568,1,train
D00523,P00078,0,train
D00022,P00569,1,train
D00332,P00570,1,train
D00022,P00571,1,train
D00491,P00572,0,train
D00016,P00206,0,train
D00524,P00573,1,train
D00525,P00019,1,train
D00038,P00456,0,train
D00052,P00574,0,train
D00526,P00575,1,train
D00105,P00576,0,train
D00159,P00577,0,train
D00102,P00176,0,train
D00183,P00054,0,train
D00078,P00229,0,train
D00014,P00049,1,train
D00244,P00578,0,train
D00527,P00579,0,train
D00528,P00548,1,train
D00114,P00580,0,train
D00401,P00581,0,train
D00005,P00582,1,train
D00064,P00583,0,train
D00529,P00534,0,train
D00494,P00584,1,train
D00162,P00585,0,train
D00022,P00586,1,train
D00114,P00587,0,train
D00530,P00079,0,train
D00022,P00239,1,train
D00139,P00018,0,train
D00005,P00588,1,train
D00230,P00589,0,train
D00531,P00590,1,train
D00065,P00536,1,train
D00532,P00019,1,train
D00533,P00213,0,train
D00534,P00269,0,train
D00535,P00591,0,train
D00536,P00592,0,train
D00102,P00593,0,train
D00537,P00594,0,train
D00428,P00595,0,train
D00122,P00111,0,train
D00109,P00596,1,train
D00259,P00597,0,train
D00538,P00598,1,train
D00539,P00214,0,train
D00041,P00599,0,train
D00069,P00600,0,train
D00540,P00245,1,train
D00022,P00560,1,train
D00050,P00601,0,train
D00101,P00602,0,train
D00519,P00090,0,train
D00005,P00603,1,train
D00105,P00604,0,train
D00541,P00500,1,train
D00542,P00019,1,train
D00440,P00605,0,train
D00042,P00606,0,train
D00164,P00478,0,train
D00022,P00607,1,train
D00021,P00468,0,train
D00543,P00608,1,train
D00509,P00609,1,train
D00544,P00244,1,train
D00545,P00086,1,train
D00105,P00176,0,train
D00546,P00393,1,train
D00022,P00435,1,train
D00196,P00019,1,train
D00005,P00441,1,train
D00547,P00006,0,train
D00022,P00610,1,train
D00005,P00290,1,train
D00548,P00611,0,train
D00510,P00612,0,train
D00224,P00613,0,train
D00078,P00614,0,train
D00549,P00615,0,train
D00550,P00399,1,train
D00041,P00616,0,train
D00551,P00617,0,train
D00055,P00444,0,train
D00552,P00187,1,train
D00014,P00049,1,train
D00553,P00423,1,train
D00076,P00618,0,train
D00554,P00619,0,train
D00022,P00333,1,train
D00555,P00019,1,train
D00142,P00620,0,train
D00244,P00621,0,train
D00005,P00622,1,train
D00125,P00623,1,train
D00005,P00624,1,train
D00556,P00625,0,train
D00557,P00558,0,train
D00558,P00626,0,train
D00172,P00627,0,train
D00559,P00004,1,train
D00560,P00628,0,train
D00561,P00629,0,train
D00101,P00630,0,train
D00198,P00325,0,train
D00562,P00631,1,train
D00146,P00032,0,train
D00494,P00632,1,train
D00313,P00633,1,train
D00242,P00634,0,train
D00124,P00635,0,train
D00271,P00019,0,train
D00315,P00047,1,train
D00563,P00496,0,train
D00382,P00379,0,train
D00564,P00636,0,train
D00565,P00020,1,train
D00118,P00020,1,train
D00566,P00637,0,train
D00567,P00638,0,train
D00005,P00004,1,train
D00076,P00639,0,train
D00568,P00640,0,train
D00065,P00641,1,train
D00506,P00642,0,train
D00569,P00643,0,train
D00033,P00644,0,train
D00146,P00645,1,train
D00022,P00395,1,train
D00449,P00019,1,train
D00005,P00249,1,train
D00570,P00160,1,train
D00017,P00034,1,train
D00029,P00019,1,train
D00022,P00646,1,train
D00244,P00647,0,train
D00065,P00395,1,train
D00022,P00648,1,train
D00022,P00649,1,train
D00351,P00004,1,train
D00183,P00650,0,train
D00172,P00146,0,train
D00494,P00176,1,train
D00571,P00020,1,train
D00494,P00020,1,train
D00572,P00025,1,train
D00573,P00033,0,train
D00326,P00651,0,train
D00574,P00652,0,train
D00037,P00645,1,train
D00055,P00065,0,train
D00575,P00039,0,train
D00429,P00653,0,train
D00576,P00019,1,train
D00065,P00049,1,train
D00242,P00273,0,train
D00197,P00040,1,train
D00512,P00654,0,train
D00577,P00655,0,train
D00494,P00656,1,train
D00578,P00657,1,train
D00171,P00176,1,train
D00455,P00658,0,train
D00101,P00659,0,train
D00579,P00231,0,train
D00162,P00660,0,train
D00179,P00661,0,train
D00154,P00662,0,train
D00580,P00020,1,train
D00153,P00483,1,train
D00581,P00663,0,train
D00423,P00664,0,train
D00065,P00665,1,train
D00022,P00666,1,train
D00582,P00020,1,train
D00583,P00193,0,train
D00149,P00426,1,train
D00584,P00667,1,train
D00172,P00668,0,train
D00585,P00669,0,train
D00586,P00670,1,train
D00587,P00020,1,train
D00025,P00671,0,train
D00065,P00588,1,train
D00520,P00118,1,train
D00335,P00672,1,train
D00438,P00020,1,train
D00022,P00155,1,train
D00588,P00072,1,train
D00022,P00139,1,train
D00362,P00673,0,train
D00569,P00674,0,train
D00101,P00263,0,train
D00589,P00020,1,train
D00065,P00675,1,train
D00218,P00020,1,train
D00281,P00282,0,train
D00334,P00676,0,train
D00590,P00016,0,train
D00591,P00020,1,train
D00065,P00118,1,train
D00475,P00677,0,train
D00156,P00678,0,train
D00485,P00019,1,train
D00248,P00033,0,train
D00362,P00327,1,train
D00592,P00679,0,train
D00436,P00020,1,train
D00137,P00680,0,train
D00593,P00681,0,train
D00212,P00682,0,train
D00022,P00683,1,train
D00594,P00684,0,train
D00595,P00685,0,train
D00315,P00004,1,train
D00278,P00020,1,train
D00070,P00336,0,train
D00022,P00686,1,train
D00596,P00687,1,train
D00597,P00121,0,train
D00398,P00688,1,train
D00398,P00648,1,train
D00480,P00004,1,train
D00022,P00689,1,train
D00331,P00690,0,train
D00061,P00019,1,train
D00199,P00691,0,train
D00065,P00294,1,train
D00598,P00329,0,train
D00115,P00019,1,train
D00579,P00384,0,train
D00599,P00692,1,train
D00045,P00019,1,train
D00385,P00593,0,train
D00600,P00693,1,train
D00601,P00694,1,train
D00602,P00695,0,train
D00603,P00020,1,train
D00558,P00696,0,train
D00558,P00008,0,train
D00022,P00697,1,train
D00604,P00500,1,train
D00329,P00353,1,train
D00171,P00176,1,train
D00544,P00363,1,train
D00315,P00698,1,train
D00259,P00571,0,train
D00144,P00699,0,train
