drug_id,protein_id,interaction,split
D00235,P00217,0,train
D00236,P00218,0,train
D00237,P00219,0,train
D00238,P00124,1,train
D00239,P00220,0,train
D00240,P00203,1,train
D00241,P00221,1,train
D00242,P00222,0,train
D00243,P00223,0,train
D00244,P00224,0,train
D00245,P00225,0,train
D00246,P00226,1,train
D00247,P00166,1,train
D00248,P00049,1,train
D00043,P00227,1,train
D00249,P00228,0,train
D00250,P00181,1,train
D00251,P00229,1,train
D00252,P00230,1,train
D00253,P00231,0,train
D00254,P00031,0,train
D00255,P00232,1,train
D00256,P00233,0,train
D00257,P00234,1,train
D00258,P00235,1,train
D00259,P00169,1,train
D00260,P00234,1,train
D00261,P00236,1,train
D00262,P00237,0,train
D00263,P00238,0,train
D00264,P00239,0,train
D00265,P00240,1,train
D00266,P00241,1,train
D00267,P00242,0,train
D00268,P00056,1,train
D00269,P00243,0,train
D00270,P00244,1,train
D00271,P00245,1,train
D00014,P00246,1,train
D00272,P00247,0,train
D00273,P00248,1,train
D00274,P00124,1,train
D00275,P00249,1,train
D00276,P00135,1,train
D00277,P00250,1,train
D00278,P00251,0,train
D00279,P00252,0,train
D00280,P00253,0,train
D00281,P00158,1,train
D00282,P00056,1,train
D00283,P00254,0,train
D00284,P00255,0,train
D00285,P00256,1,train
D00286,P00257,0,train
D00287,P00258,1,train
D00288,P00121,1,train
D00289,P00259,1,train
D00290,P00260,1,train
D00291,P00056,1,train
D00041,P00261,1,train
D00292,P00262,1,train
D00293,P00263,0,train
D00294,P00264,0,train
D00295,P00167,0,train
D00296,P00265,1,train
D00297,P00124,1,train
D00244,P00266,0,train
D00298,P00054,1,train
D00299,P00267,0,train
D00300,P00012,1,train
D00301,P00268,1,train
D00302,P00262,1,train
D00288,P00269,1,train
D00303,P00270,1,train
D00304,P00271,0,train
D00305,P00198,1,train
D00306,P00063,1,train
D00307,P00272,0,train
D00022,P00273,1,train
D00308,P00274,0,train
D00309,P00275,0,train
D00310,P00276,0,train
D00311,P00277,1,train
D00312,P00278,1,train
D00313,P00279,1,train
D00314,P00280,0,train
D00315,P00281,1,train
D00316,P00282,0,train
D00317,P00283,1,train
D00318,P00264,1,train
D00319,P00284,0,train
D00320,P00160,0,train
D00321,P00285,1,train
D00322,P00286,1,train
D00323,P00287,1,train
D00324,P00131,1,train
D00325,P00288,0,train
D00326,P00289,1,train
D00099,P00290,0,train
D00327,P00234,1,train
D00328,P00291,0,train
D00221,P00131,1,train
D00329,P00292,0,train
D00330,P00293,1,train
D00331,P00058,1,train
D00332,P00294,1,train
D00333,P00206,1,train
D00334,P00295,1,train
D00335,P00124,1,train
D00336,P00296,0,train
D00337,P00297,1,train
D00338,P00298,0,train
D00339,P00051,1,train
D00340,P00299,0,train
D00341,P00300,0,train
D00342,P00301,0,train
D00216,P00131,1,train
D00343,P00207,0,train
D00114,P00302,0,train
D00344,P00303,0,train
D00345,P00304,1,train
D00346,P00305,0,train
D00347,P00134,1,train
D00348,P00306,0,train
D00349,P00049,1,train
D00350,P00307,1,train
D00351,P00308,0,train
D00140,P00309,1,train
D00352,P00310,0,train
D00353,P00311,0,train
D00354,P00245,0,train
D00355,P00056,1,train
D00356,P00165,0,train
D00357,P00312,0,train
D00358,P00313,0,train
D00359,P00314,1,train
D00360,P00056,1,train
D00361,P00315,1,train
D00362,P00316,1,train
D00363,P00317,1,train
D00364,P00063,1,train
D00365,P00318,0,train
D00366,P00319,1,train
D00367,P00320,0,train
D00368,P00321,0,train
D00369,P00322,0,train
D00370,P00323,1,train
D00371,P00324,1,train
D00372,P00325,1,train
D00364,P00326,1,train
D00274,P00327,1,train
D00373,P00328,0,train
D00160,P00329,1,train
D00374,P00330,1,train
D00375,P00022,1,train
D00376,P00331,0,train
D00377,P00332,0,train
D00378,P00333,1,train
D00379,P00003,1,train
D00380,P00334,1,train
D00381,P00121,1,train
D00382,P00047,1,train
D00323,P00335,0,train
D00383,P00336,0,train
D00384,P00337,1,train
D00385,P00338,1,train
D00386,P00339,1,train
D00387,P00340,0,train
D00388,P00341,0,train
D00081,P00049,1,train
D00389,P00342,0,train
D00390,P00343,0,train
D00391,P00344,0,train
D00392,P00345,0,train
D00393,P00346,0,train
D00394,P00347,0,train
D00395,P00134,0,train
D00020,P00054,1,train
D00396,P00348,0,train
D00397,P00349,0,train
D00229,P00350,1,train
D00398,P00351,1,train
D00399,P00352,0,train
D00400,P00353,0,train
D00363,P00354,0,train
D00401,P00355,0,train
D00402,P00314,1,train
D00255,P00356,1,train
D00403,P00229,0,train
D00404,P00357,0,train
D00405,P00040,1,train
D00406,P00358,1,train
D00407,P00011,0,train
D00408,P00359,0,train
D00409,P00360,0,train
D00410,P00361,0,train
D00411,P00362,0,train
D00412,P00155,1,train
D00288,P00363,1,train
D00413,P00364,0,train
D00414,P00365,0,train
D00415,P00366,0,train
D00416,P00130,1,train
D00417,P00124,1,train
D00418,P00025,1,train
D00419,P00367,1,train
D00420,P00056,1,train
D00204,P00294,1,train
D00221,P00368,0,train
D00421,P00369,0,train
D00422,P00008,1,train
D00423,P00370,1,train
D00424,P00371,0,train
D00425,P00372,0,train
D00426,P00373,1,train
D00427,P00374,0,train
D00428,P00375,1,train
D00429,P00376,0,train
D00430,P00155,1,train
D00431,P00377,0,train
D00432,P00316,1,train
D00433,P00378,0,train
D00434,P00379,0,train
D00435,P00130,1,train
D00436,P00234,1,train
D00437,P00380,1,train
D00438,P00274,0,train
D00439,P00381,0,train
D00440,P00044,1,train
D00441,P00382,1,train
D00442,P00383,0,train
D00443,P00384,1,train
D00340,P00385,0,train
D00239,P00386,0,train
D00444,P00387,0,train
D00445,P00156,1,train
D00446,P00388,0,train
D00247,P00389,1,train
D00447,P00249,1,train
D00105,P00390,0,train
D00448,P00391,1,train
D00162,P00146,1,train
D00449,P00392,0,train
D00450,P00393,0,train
D00451,P00294,1,train
D00452,P00394,1,train
D00434,P00395,0,train
D00453,P00396,0,train
D00454,P00397,0,train
D00455,P00260,1,train
D00456,P00398,0,train
D00457,P00399,0,train
D00458,P00400,0,train
D00459,P00169,1,train
D00460,P00401,1,train
D00461,P00402,0,train
D00178,P00198,1,train
D00462,P00403,1,train
D00463,P00404,0,train
D00464,P00078,1,train
D00465,P00405,0,train
D00466,P00152,1,train
D00467,P00406,0,train
D00468,P00054,1,train
D00469,P00407,0,train
D00380,P00408,0,train
D00470,P00409,0,train
D00471,P00410,0,train
D00014,P00411,1,train
D00472,P00412,0,train
D00473,P00115,1,train
D00474,P00115,1,train
D00475,P00413,1,train
D00476,P00414,1,train
D00477,P00415,0,train
D00260,P00044,1,train
D00478,P00049,1,train
D00479,P00416,0,train
D00480,P00417,0,train
D00481,P00418,1,train
D00482,P00221,0,train
D00483,P00419,1,train
D00130,P00420,1,train
D00484,P00421,0,train
D00485,P00422,1,train
D00486,P00258,1,train
D00487,P00423,1,train
D00488,P00424,1,train
D00489,P00425,1,train
D00490,P00426,1,train
D00491,P00044,1,train
D00492,P00427,0,train
D00493,P00428,1,train
D00494,P00429,0,train
D00288,P00220,1,train
D00495,P00225,0,train
D00496,P00430,0,train
D00349,P00115,1,train
D00033,P00431,0,train
D00497,P00432,0,train
D00498,P00433,0,train
D00499,P00170,1,train
D00500,P00056,1,train
D00464,P00012,1,train
D00501,P00434,0,train
D00502,P00435,1,train
D00503,P00436,0,train
D00504,P00044,1,train
D00505,P00351,1,train
D00506,P00066,0,train
D00507,P00437,0,train
D00508,P00438,1,train
D00411,P00439,0,train
D00509,P00300,0,train
D00510,P00440,1,train
D00191,P00169,1,train
D00300,P00441,1,train
D00511,P00442,1,train
D00512,P00309,1,train
D00513,P00443,1,train
D00514,P00234,1,train
D00004,P00138,0,train
D00515,P00444,0,train
D00516,P00128,1,train
D00517,P00445,0,train
D00228,P00446,1,train
D00518,P00416,0,train
D00519,P00447,0,train
D00520,P00448,0,train
D00521,P00056,1,train
D00522,P00449,0,train
D00523,P00350,0,train
D00524,P00450,1,train
D00525,P00451,0,train
D00341,P00008,1,train
D00526,P00389,0,train
D00527,P00452,0,train
D00446,P00453,0,train
D00528,P00159,0,train
D00290,P00454,1,train
D00529,P00455,1,train
D00530,P00291,1,train
D00385,P00456,1,train
D00531,P00376,0,train
D00425,P00457,0,train
D00371,P00458,0,train
D00532,P00459,0,train
D00533,P00460,0,train
D00133,P00461,1,train
D00166,P00148,1,train
D00534,P00460,0,train
D00535,P00462,1,train
D00407,P00127,0,train
D00536,P00289,1,train
D00106,P00463,1,train
D00537,P00464,0,train
D00538,P00465,0,train
D00539,P00466,1,train
D00540,P00467,0,train
D00541,P00468,0,train
D00542,P00469,1,train
D00543,P00470,0,train
D00544,P00169,1,train
D00545,P00197,1,train
D00014,P00471,0,train
D00546,P00472,0,train
D00547,P00473,0,train
D00548,P00474,0,train
D00549,P00475,1,train
D00008,P00476,0,train
D00550,P00477,0,train
D00551,P00403,1,train
D00552,P00478,1,train
D00553,P00104,0,train
D00554,P00479,1,train
D00555,P00480,0,train
D00556,P00481,0,train
D00119,P00234,1,train
D00355,P00078,1,train
D00557,P00068,0,train
D00558,P00060,1,train
D00559,P00482,1,train
D00560,P00403,1,train
D00561,P00483,0,train
D00430,P00484,0,train
D00562,P00485,0,train
D00092,P00380,1,train
D00563,P00012,1,train
D00564,P00486,0,train
D00565,P00487,1,train
D00566,P00488,1,train
D00567,P00489,0,train
D00568,P00490,0,train
D00569,P00491,0,train
D00570,P00492,0,train
D00108,P00272,0,train
D00359,P00170,1,train
D00571,P00493,1,train
D00572,P00085,1,train
D00573,P00494,0,train
D00574,P00495,0,train
D00575,P00147,0,train
D00576,P00496,0,train
D00577,P00497,1,train
D00578,P00064,1,train
D00579,P00498,0,train
D00580,P00499,1,train
D00581,P00391,1,train
D00582,P00500,0,train
D00430,P00065,1,train
D00583,P00169,1,train
D00584,P00501,0,train
D00585,P00502,1,train
D00586,P00155,1,train
D00587,P00503,1,train
D00318,P00279,0,train
D00588,P00504,1,train
D00318,P00401,1,train
D00589,P00505,0,train
D00590,P00155,1,train
D00591,P00506,1,train
D00592,P00155,1,train
D00593,P00124,1,train
D00594,P00507,0,train
D00595,P00189,1,train
D00596,P00351,1,train
D00597,P00314,1,train
D00598,P00508,0,train
D00599,P00124,1,train
D00600,P00359,1,train
D00601,P00509,1,train
D00438,P00443,0,train
D00602,P00124,1,train
D00603,P00510,0,train
D00604,P00511,1,train
D00605,P00512,0,train
D00014,P00513,1,train
D00606,P00347,1,train
D00043,P00479,1,train
D00607,P00198,1,train
D00022,P00358,1,train
D00608,P00158,1,train
D00490,P00514,1,train
D00207,P00515,0,train
D00609,P00516,0,train
D00479,P00012,1,train
D00610,P00517,0,train
D00611,P00518,0,train
D00311,P00359,1,train
D00206,P00351,1,train
D00612,P00519,1,train
D00613,P00520,0,train
D00614,P00521,1,train
D00615,P00385,1,train
D00616,P00356,1,train
D00617,P00522,1,train
D00618,P00008,1,train
D00619,P00444,1,train
D00620,P00523,1,train
D00621,P00124,1,train
D00622,P00168,0,train
D00623,P00524,1,train
D00624,P00525,0,train
D00625,P00526,1,train
D00179,P00527,1,train
D00626,P00063,1,train
D00627,P00315,1,train
D00628,P00085,1,train
D00629,P00334,1,train
D00630,P00528,1,train
D00631,P00529,1,train
D00632,P00041,0,train
D00633,P00530,0,train
D00627,P00438,0,train
D00222,P00056,1,train
D00634,P00056,1,train
D00635,P00196,0,train
D00636,P00146,1,train
D00637,P00078,1,train
D00638,P00531,0,train
D00639,P00532,0,train
D00640,P00533,0,train
D00641,P00534,0,train
D00642,P00535,0,train
D00643,P00536,1,train
D00644,P00040,1,train
D00645,P00537,0,train
D00646,P00227,1,train
D00647,P00538,1,train
D00287,P00155,1,train
D00513,P00539,1,train
D00648,P00540,0,train
D00649,P00124,1,train
D00650,P00463,1,train
D00651,P00541,1,train
D00652,P00542,0,train
D00653,P00543,1,train
D00654,P00420,0,train
D00655,P00040,1,train
D00656,P00544,1,train
D00603,P00268,0,train
D00657,P00545,0,train
D00014,P00546,1,train
D00314,P00547,1,train
D00658,P00548,1,train
D00592,P00124,1,train
D00659,P00124,1,train
D00660,P00045,0,train
D00661,P00549,0,train
D00662,P00550,0,train
D00663,P00551,0,train
D00664,P00552,0,train
D00665,P00553,0,train
D00666,P00054,1,train
D00667,P00554,1,train
D00668,P00555,1,train
D00669,P00220,1,train
D00670,P00363,1,train
D00671,P00556,0,train
D00204,P00092,1,train
D00672,P00557,1,train
D00350,P00558,0,train
D00673,P00559,0,train
D00674,P00560,0,train
D00675,P00561,1,train
D00676,P00061,1,train
D00300,P00309,1,train
D00677,P00562,0,train
D00678,P00169,0,train
D00679,P00063,1,train
D00680,P00563,0,train
D00681,P00564,0,train
D00682,P00565,1,train
D00683,P00566,0,train
D00684,P00548,0,train
D00685,P00012,0,train
D00686,P00124,1,train
D00007,P00567,0,train
D00687,P00568,1,train
D00688,P00569,0,train
D00689,P00570,0,train
D00690,P00044,1,train
D00691,P00135,1,train
D00692,P00449,1,train
D00693,P00013,1,train
D00694,P00571,0,train
D00695,P00124,1,train
D00696,P00572,0,train
D00223,P00573,0,train
D00697,P00574,0,train
D00380,P00575,0,train
D00698,P00576,0,train
D00699,P00577,1,train
D00700,P00329,1,train
D00701,P00578,1,train
D00702,P00124,1,train
D00276,P00220,1,train
D00703,P00579,0,train
D00008,P00377,1,train
D00704,P00264,1,train
D00705,P00412,0,train
D00706,P00580,0,train
D00707,P00581,1,train
D00708,P00582,1,train
D00453,P00583,0,train
D00105,P00584,1,train
D00709,P00585,0,train
D00710,P00586,1,train
D00302,P00587,0,train
D00711,P00588,0,train
D00191,P00448,1,train
D00712,P00589,1,train
D00713,P00590,0,train
D00714,P00169,0,train
D00715,P00285,0,train
D00510,P00591,1,train
D00716,P00397,1,train
D00620,P00592,0,train
D00717,P00593,0,train
D00370,P00124,1,train
D00401,P00594,0,train
D00718,P00203,1,train
D00719,P00595,0,train
D00305,P00314,1,train
D00720,P00596,1,train
D00721,P00597,0,train
D00722,P00598,0,train
D00723,P00599,1,train
D00051,P00600,1,train
D00724,P00601,1,train
D00725,P00602,0,train
D00726,P00078,1,train
D00727,P00056,1,train
D00728,P00142,1,train
D00729,P00309,1,train
D00730,P00603,1,train
D00412,P00604,1,train
D00731,P00605,1,train
D00732,P00063,1,train
D00733,P00549,0,train
D00734,P00378,0,train
D00735,P00418,1,train
D00014,P00606,1,train
D00736,P00044,1,train
D00443,P00607,1,train
D00737,P00054,1,train
D00738,P00608,1,train
D00739,P00609,0,train
D00740,P00047,1,train
D00741,P00093,1,train
D00221,P00502,1,train
D00742,P00610,0,train
D00743,P00241,1,train
D00744,P00007,1,train
D00745,P00611,0,train
D00746,P00612,0,train
D00107,P00613,1,train
D00747,P00488,1,train
D00748,P00614,0,train
D00178,P00044,1,train
D00749,P00615,0,train
D00173,P00020,0,train
D00750,P00616,0,train
D00751,P00617,1,train
D00752,P00618,0,train
D00753,P00619,0,train
D00754,P00620,0,train
D00636,P00161,1,train
D00755,P00182,1,train
D00756,P00522,1,train
D00757,P00403,1,train
D00758,P00621,0,train
D00539,P00622,1,train
D00759,P00623,1,train
D00760,P00624,1,train
D00761,P00504,1,train
D00674,P00625,0,train
D00762,P00626,0,train
D00763,P00008,0,train
D00764,P00133,0,train
D00228,P00627,1,train
D00300,P00506,1,train
D00765,P00258,1,train
D00766,P00040,0,train
D00255,P00628,0,train
D00767,P00629,0,train
D00768,P00340,0,train
D00769,P00363,1,train
D00770,P00630,0,train
D00771,P00351,1,train
D00326,P00631,0,train
D00772,P00092,1,train
D00387,P00632,0,train
D00773,P00086,0,train
D00774,P00044,1,train
D00775,P00170,1,train
D00776,P00633,0,train
D00012,P00634,0,train
D00777,P00112,0,train
D00778,P00635,0,train
D00779,P00599,1,train
D00780,P00418,1,train
D00781,P00636,0,train
D00094,P00557,1,train
D00782,P00637,0,train
D00783,P00054,1,train
D00784,P00638,1,train
D00785,P00484,0,train
D00786,P00639,0,train
D00787,P00640,1,train
D00788,P00120,1,train
D00625,P00474,0,train
D00789,P00641,0,train
D00790,P00082,0,train
D00791,P00331,1,train
D00792,P00263,1,train
D00793,P00642,0,train
D00794,P00229,0,train
D00795,P00643,1,train
D00796,P00418,1,train
D00797,P00079,0,train
D00798,P00644,0,train
D00737,P00172,0,train
D00799,P00170,1,train
D00800,P00645,0,train
D00801,P00646,1,train
D00802,P00105,0,train
D00803,P00647,0,train
D00804,P00229,1,train
D00805,P00156,1,train
D00806,P00437,0,train
D00807,P00382,1,train
D00808,P00445,0,train
D00809,P00025,0,train
D00810,P00080,0,train
D00811,P00382,1,train
D00812,P00648,0,train
D00813,P00649,0,train
D00814,P00650,1,train
D00815,P00565,1,train
D00816,P00651,0,train
D00817,P00652,0,train
D00314,P00653,0,train
D00818,P00654,1,train
D00819,P00655,0,train
D00820,P00656,0,train
D00821,P00657,0,train
D00822,P00362,0,train
D00823,P00633,0,train
D00824,P00485,0,train
D00398,P00208,1,train
D00825,P00658,0,train
D00826,P00659,0,train
D00827,P00660,0,train
D00828,P00229,1,train
D00829,P00661,0,train
D00830,P00231,0,train
D00831,P00662,0,train
D00133,P00663,1,train
D00832,P00664,0,train
D00833,P00069,0,train
D00181,P00099,0,train
D00834,P00665,0,train
D00835,P00666,0,train
D00836,P00418,1,train
D00646,P00269,1,train
D00837,P00667,0,train
D00490,P00334,1,train
D00736,P00668,0,train
D00721,P00669,1,train
D00838,P00670,0,train
D00839,P00671,1,train
D00840,P00166,1,train
D00262,P00672,0,train
D00841,P00673,0,train
D00842,P00674,1,train
D00843,P00675,0,train
D00844,P00676,0,train
D00845,P00677,0,train
D00846,P00678,1,train
D00847,P00679,1,train
D00848,P00155,1,train
D00849,P00382,1,train
D00850,P00560,1,train
D00799,P00278,0,train
D00851,P00680,0,train
D00852,P00208,1,train
D00732,P00681,1,train
D00853,P00682,0,train
D00016,P00049,1,train
D00854,P00683,0,train
D00855,P00170,1,train
D00560,P00684,0,train
D00535,P00626,1,train
D00856,P00685,0,train
D00857,P00414,1,train
D00858,P00686,0,train
D00840,P00049,1,train
D00567,P00687,0,train
D00859,P00688,0,train
D00860,P00689,1,train
D00300,P00690,1,train
D00861,P00691,0,train
D00723,P00692,0,train
D00862,P00693,0,train
D00014,P00694,1,train
D00863,P00695,1,train
D00864,P00395,0,train
D00334,P00696,1,train
D00865,P00463,1,train
D00866,P00177,0,train
D00867,P00697,0,train
D00868,P00698,0,train
D00044,P00699,0,train
D00869,P00700,1,train
D00870,P00544,1,train
D00416,P00056,1,train
D00871,P00701,0,train
D00872,P00702,0,train
D00553,P00703,0,train
D00873,P00378,1,train
D00874,P00704,0,train
D00875,P00705,0,train
D00876,P00706,1,train
D00281,P00135,1,train
D00640,P00707,0,train
D00877,P00708,0,train
D00133,P00063,1,train
D00005,P00709,0,train
D00391,P00380,1,train
D00878,P00183,1,train
D00879,P00710,1,train
D00880,P00199,1,train
D00828,P00044,1,train
D00185,P00711,0,train
D00881,P00330,0,train
D00882,P00482,0,train
D00883,P00154,0,train
D00884,P00441,0,train
D00879,P00712,1,train
D00422,P00636,0,train
D00885,P00713,0,train
D00305,P00072,1,train
D00886,P00714,0,train
D00887,P00171,1,train
D00888,P00715,0,train
D00889,P00716,1,train
D00890,P00142,1,train
D00891,P00305,0,train
D00892,P00294,1,train
D00893,P00452,1,train
D00894,P00717,1,train
D00895,P00718,0,train
D00896,P00408,1,train
D00282,P00124,1,train
D00897,P00719,0,train
D00593,P00282,0,train
D00669,P00607,0,train
D00608,P00220,1,train
D00898,P00720,0,train
D00899,P00400,0,train
D00206,P00156,1,train
D00900,P00721,0,train
D00901,P00722,0,train
D00902,P00723,1,train
D00325,P00724,1,train
D00903,P00142,1,train
D00248,P00124,1,train
D00904,P00231,0,train
D00905,P00725,0,train
D00906,P00726,0,train
D00762,P00314,0,train
D00907,P00090,0,train
D00211,P00727,1,train
D00908,P00728,0,train
D00909,P00729,1,train
D00910,P00596,0,train
D00911,P00067,0,train
D00912,P00730,0,train
D00913,P00731,1,train
D00074,P00407,0,train
D00645,P00732,0,train
D00914,P00632,1,train
D00083,P00733,0,train
D00206,P00734,0,train
D00216,P00232,1,train
D00125,P00735,0,train
D00915,P00736,0,train
D00916,P00737,0,train
D00917,P00738,1,train
D00799,P00739,0,train
D00918,P00181,1,train
D00919,P00740,0,train
D00276,P00158,1,train
D00920,P00051,1,train
D00921,P00741,0,train
D00318,P00742,1,train
D00922,P00743,0,train
D00923,P00744,0,train
D00924,P00745,0,train
D00925,P00115,1,train
D00926,P00746,1,train
D00927,P00040,1,train
D00928,P00747,0,train
D00236,P00748,0,train
D00929,P00705,0,train
D00930,P00749,0,train
D00079,P00750,0,train
D00693,P00751,0,train
D00255,P00586,0,train
D00931,P00752,0,train
D00385,P00196,1,train
D00706,P00753,0,train
D00932,P00754,0,train
D00933,P00755,0,train
D00934,P00135,0,train
D00831,P00756,1,train
D00935,P00078,1,train
D00936,P00142,1,train
D00864,P00146,1,train
D00422,P00135,1,train
D00937,P00757,0,train
D00938,P00758,1,train
D00939,P00759,1,train
D00940,P00439,0,train
D00659,P00156,1,train
D00941,P00760,0,train
D00942,P00007,1,train
D00943,P00761,1,train
D00944,P00448,1,train
D00014,P00762,1,train
D00945,P00604,1,train
D00590,P00124,1,train
D00753,P00763,0,train
D00946,P00764,0,train
D00947,P00056,1,train
D00312,P00765,0,train
D00948,P00029,1,train
D00949,P00049,1,train
D00950,P00766,1,train
D00951,P00289,1,train
D00027,P00576,0,train
D00952,P00509,1,train
D00953,P00326,1,train
D00954,P00767,0,train
D00955,P00768,0,train
D00956,P00019,0,train
D00957,P00663,1,train
D00550,P00672,0,train
D00958,P00769,0,train
D00959,P00770,1,train
D00960,P00771,1,train
D00731,P00772,1,train
D00961,P00324,1,train
D00962,P00663,1,train
D00963,P00773,0,train
D00964,P00168,0,train
D00965,P00088,1,train
D00966,P00774,0,train
D00967,P00732,0,train
D00449,P00775,0,train
D00968,P00356,1,train
D00969,P00776,1,train
