drug_id,protein_id,interaction,split
D00110,P00110,89,train
D00111,P00111,64,train
D00112,P00112,64,train
D00113,P00113,90,train
D00114,P00114,64,train
D00115,P00115,91,train
D00116,P00116,92,train
D00117,P00117,93,train
D00118,P00118,77,train
D00119,P00119,64,train
D00120,P00120,5,train
D00121,P00121,94,train
D00122,P00122,24,train
D00123,P00123,95,train
D00124,P00124,96,train
D00125,P00125,97,train
D00126,P00126,98,train
D00127,P00127,99,train
D00128,P00128,4,train
D00129,P00129,100,train
D00130,P00130,101,train
D00131,P00131,102,train
D00132,P00132,103,train
D00133,P00133,104,train
D00134,P00134,24,train
D00135,P00135,105,train
D00136,P00136,106,train
D00137,P00137,107,train
D00138,P00138,21,train
D00139,P00139,108,train
D00140,P00140,109,train
D00141,P00141,110,train
D00142,P00142,111,train
D00143,P00143,112,train
D00144,P00144,113,train
D00145,P00145,114,train
D00146,P00146,115,train
D00147,P00147,114,train
D00148,P00148,116,train
D00149,P00149,40,train
D00150,P00150,117,train
D00151,P00151,118,train
D00152,P00152,119,train
D00153,P00153,120,train
D00154,P00154,60,train
D00155,P00155,100,train
D00156,P00156,121,train
D00157,P00157,122,train
D00158,P00158,123,train
D00159,P00159,64,train
D00160,P00160,4,train
D00161,P00161,108,train
D00162,P00162,2,train
D00163,P00163,16,train
D00164,P00164,124,train
D00165,P00165,125,train
D00166,P00166,126,train
D00167,P00167,49,train
D00168,P00168,101,train
D00169,P00169,127,train
D00170,P00170,128,train
D00171,P00171,129,train
D00172,P00172,100,train
D00173,P00173,108,train
D00174,P00174,21,train
D00175,P00175,130,train
D00176,P00176,131,train
D00177,P00177,4,train
D00178,P00178,132,train
D00179,P00179,27,train
D00180,P00180,133,train
D00181,P00181,134,train
D00182,P00182,135,train
D00183,P00183,136,train
D00184,P00184,137,train
D00185,P00185,138,train
D00186,P00186,139,train
D00187,P00187,140,train
D00188,P00188,112,train
D00189,P00189,141,train
D00190,P00190,4,train
D00191,P00191,142,train
D00192,P00192,143,train
D00193,P00193,144,train
D00194,P00194,145,train
D00195,P00195,121,train
D00196,P00196,146,train
D00197,P00197,147,train
D00198,P00198,64,train
D00199,P00199,148,train
D00200,P00200,149,train
D00201,P00201,150,train
D00202,P00202,151,train
D00203,P00203,152,train
D00204,P00204,153,train
D00205,P00205,154,train
D00206,P00206,155,train
D00207,P00207,156,train
D00208,P00208,157,train
D00209,P00209,158,train
D00210,P00210,70,train
D00211,P00211,159,train
D00212,P00212,160,train
D00213,P00213,161,train
D00214,P00214,162,train
D00215,P00215,148,train
D00216,P00216,131,train
D00217,P00217,163,train
D00218,P00218,164,train
D00219,P00219,112,train
D00220,P00220,92,train
D00221,P00221,165,train
D00222,P00222,166,train
D00223,P00223,167,train
D00224,P00224,168,train
D00225,P00225,40,train
D00226,P00226,4,train
D00227,P00227,169,train
D00228,P00228,170,train
D00229,P00229,171,train
D00230,P00230,4,train
D00231,P00231,172,train
D00232,P00232,173,train
D00233,P00233,64,train
D00234,P00234,174,train
D00235,P00235,175,train
D00236,P00236,176,train
D00237,P00237,64,train
D00238,P00238,177,train
D00239,P00239,178,train
D00240,P00240,64,train
D00241,P00241,179,train
D00242,P00242,180,train
D00243,P00243,181,train
D00244,P00244,60,train
D00245,P00245,182,train
D00246,P00246,183,train
D00247,P00247,184,train
D00248,P00248,185,train
D00249,P00249,186,train
D00250,P00250,84,train
D00251,P00251,64,train
D00252,P00252,187,train
D00253,P00253,49,train
D00254,P00254,188,train
D00255,P00255,170,train
D00256,P00256,21,train
D00257,P00257,189,train
D00258,P00258,190,train
D00259,P00259,191,train
D00260,P00260,192,train
D00261,P00261,193,train
D00262,P00262,64,train
D00263,P00263,133,train
D00264,P00264,194,train
D00265,P00265,195,train
D00266,P00266,196,train
D00267,P00267,108,train
D00268,P00268,197,train
D00269,P00269,198,train
D00270,P00270,20,train
D00271,P00271,199,train
D00272,P00272,200,train
D00273,P00273,21,train
D00274,P00274,201,train
D00275,P00275,202,train
D00276,P00276,203,train
D00277,P00277,204,train
D00278,P00278,205,train
D00279,P00279,206,train
D00280,P00280,121,train
D00281,P00281,207,train
D00282,P00282,208,train
D00283,P00283,209,train
D00284,P00284,210,train
D00285,P00285,211,train
D00286,P00286,212,train
D00287,P00287,4,train
D00288,P00288,213,train
D00289,P00289,24,train
D00290,P00290,214,train
D00291,P00291,215,train
D00292,P00292,216,train
D00293,P00293,4,train
D00294,P00294,217,train
D00295,P00295,218,train
D00296,P00296,21,train
D00297,P00297,219,train
D00298,P00298,77,train
D00299,P00299,220,train
D00300,P00300,221,train
D00301,P00301,222,train
D00302,P00302,223,train
D00303,P00303,224,train
D00304,P00304,225,train
D00305,P00305,226,train
D00306,P00306,2,train
D00307,P00307,227,train
D00308,P00308,228,train
D00309,P00309,229,train
D00310,P00310,4,train
D00311,P00311,4,train
D00312,P00312,230,train
D00313,P00313,108,train
D00314,P00314,231,train
D00315,P00315,232,train
D00316,P00316,4,train
D00317,P00317,64,train
D00318,P00318,233,train
D00319,P00319,234,train
D00320,P00320,235,train
D00321,P00321,40,train
D00322,P00322,20,train
D00323,P00323,236,train
D00324,P00324,124,train
D00325,P00325,237,train
D00326,P00326,238,train
D00327,P00327,48,train
D00328,P00328,239,train
D00329,P00329,240,train
D00330,P00330,241,train
D00331,P00331,4,train
D00332,P00332,13,train
D00333,P00333,242,train
D00334,P00334,93,train
D00335,P00335,13,train
D00336,P00336,243,train
D00337,P00337,22,train
D00338,P00338,244,train
D00339,P00339,245,train
D00340,P00340,108,train
D00341,P00341,246,train
D00342,P00342,21,train
D00343,P00343,177,train
D00344,P00344,247,train
D00345,P00345,64,train
D00346,P00346,188,train
D00347,P00347,4,train
D00348,P00348,4,train
D00349,P00349,248,train
D00350,P00350,249,train
D00351,P00351,250,train
D00352,P00352,251,train
D00353,P00353,252,train
D00354,P00354,118,train
D00355,P00355,21,train
D00356,P00356,253,train
D00357,P00357,81,train
D00358,P00358,41,train
D00359,P00359,254,train
D00360,P00360,255,train
D00361,P00361,256,train
D00362,P00362,21,train
D00363,P00363,257,train
D00364,P00364,258,train
D00365,P00365,259,train
D00366,P00366,260,train
D00367,P00367,101,train
D00368,P00368,40,train
D00369,P00369,261,train
D00370,P00370,262,train
D00371,P00371,263,train
D00372,P00372,64,train
D00373,P00373,18,train
D00374,P00374,64,train
D00375,P00375,264,train
D00376,P00376,265,train
D00377,P00377,171,train
D00378,P00378,266,train
D00379,P00379,138,train
D00380,P00380,267,train
D00381,P00381,268,train
D00382,P00382,269,train
D00383,P00383,270,train
D00384,P00384,271,train
D00385,P00385,272,train
D00386,P00386,273,train
D00387,P00387,274,train
D00388,P00388,64,train
D00389,P00389,108,train
D00390,P00390,275,train
D00391,P00391,77,train
D00392,P00392,276,train
D00393,P00393,277,train
D00394,P00394,100,train
D00395,P00395,278,train
D00396,P00396,279,train
D00397,P00397,280,train
D00398,P00398,124,train
D00399,P00399,193,train
D00400,P00400,281,train
D00401,P00401,64,train
D00402,P00402,282,train
D00403,P00403,143,train
D00404,P00404,283,train
D00405,P00405,64,train
D00406,P00406,10,train
D00407,P00407,284,train
D00408,P00408,24,train
D00409,P00409,64,train
D00410,P00410,24,train
D00411,P00411,77,train
D00412,P00412,285,train
D00413,P00413,21,train
D00414,P00414,214,train
D00415,P00415,286,train
D00416,P00416,287,train
D00417,P00417,288,train
D00418,P00418,214,train
D00419,P00419,181,train
D00420,P00420,289,train
D00421,P00421,148,train
D00422,P00422,191,train
D00423,P00423,290,train
D00424,P00424,21,train
D00425,P00425,291,train
D00426,P00426,288,train
D00427,P00427,21,train
D00428,P00428,292,train
D00429,P00429,293,train
D00430,P00430,21,train
D00431,P00431,294,train
D00432,P00432,171,train
D00433,P00433,4,train
D00434,P00434,295,train
D00435,P00435,296,train
D00436,P00436,4,train
D00437,P00437,135,train
D00438,P00438,297,train
D00439,P00439,82,train
D00440,P00440,298,train
D00441,P00441,299,train
D00442,P00442,75,train
D00443,P00443,300,train
D00444,P00444,301,train
D00445,P00445,302,train
D00446,P00446,303,train
D00447,P00447,4,train
D00448,P00448,304,train
D00449,P00449,108,train
D00450,P00450,36,train
D00451,P00451,287,train
D00452,P00452,305,train
D00453,P00453,306,train
D00454,P00454,180,train
D00455,P00455,307,train
D00456,P00456,77,train
D00457,P00457,21,train
D00458,P00458,308,train
D00459,P00459,309,train
D00460,P00460,200,train
D00461,P00461,4,train
D00462,P00462,310,train
D00463,P00463,311,train
D00464,P00464,312,train
D00465,P00465,21,train
D00466,P00466,182,train
D00467,P00467,124,train
D00468,P00468,313,train
D00469,P00469,189,train
D00470,P00470,100,train
D00471,P00471,314,train
D00472,P00472,64,train
D00473,P00473,57,train
D00474,P00474,315,train
D00475,P00475,316,train
D00476,P00476,4,train
D00477,P00477,297,train
D00478,P00478,3,train
D00479,P00479,317,train
D00480,P00480,318,train
D00481,P00481,27,train
D00482,P00482,95,train
D00483,P00483,135,train
D00484,P00484,64,train
D00485,P00485,4,train
D00486,P00486,300,train
D00487,P00487,319,train
D00488,P00488,76,train
D00489,P00489,320,train
D00490,P00490,75,train
D00491,P00491,182,train
D00492,P00492,21,train
D00493,P00493,321,train
D00494,P00494,4,train
D00495,P00495,322,train
D00496,P00496,323,train
D00497,P00497,324,train
D00498,P00498,325,train
D00499,P00499,4,train
D00500,P00500,174,train
D00501,P00501,326,train
D00502,P00502,13,train
D00503,P00503,327,train
D00504,P00504,257,train
D00505,P00505,328,train
D00506,P00506,21,train
D00507,P00507,175,train
D00508,P00508,64,train
D00509,P00509,329,train
D00510,P00510,184,train
D00511,P00511,24,train
D00512,P00512,83,train
D00513,P00513,330,train
D00514,P00514,171,train
D00515,P00515,4,train
D00516,P00516,170,train
D00517,P00517,21,train
D00518,P00518,19,train
D00519,P00519,331,train
D00520,P00520,332,train
D00521,P00521,21,train
D00522,P00522,333,train
D00523,P00523,100,train
D00524,P00524,21,train
D00525,P00525,4,train
D00526,P00526,334,train
D00527,P00527,13,train
D00528,P00528,335,train
D00529,P00529,336,train
D00530,P00530,337,train
D00531,P00531,338,train
D00532,P00532,339,train
D00533,P00533,340,train
D00534,P00534,341,train
D00535,P00535,21,train
D00536,P00536,101,train
D00537,P00537,170,train
D00538,P00538,21,train
D00539,P00539,171,train
D00540,P00540,342,train
D00541,P00541,343,train
D00542,P00542,46,train
D00543,P00543,344,train
D00544,P00544,92,train
D00545,P00545,36,train
D00546,P00546,345,train
D00547,P00547,4,train
D00548,P00548,91,train
D00549,P00549,18,train
D00550,P00550,118,train
D00551,P00551,346,train
D00552,P00552,170,train
D00553,P00553,2,train
D00554,P00554,145,train
D00555,P00555,347,train
D00556,P00556,348,train
D00557,P00557,349,train
D00558,P00558,306,train
D00559,P00559,350,train
D00560,P00560,351,train
D00561,P00561,8,train
D00562,P00562,124,train
D00563,P00563,104,train
D00564,P00564,352,train
D00565,P00565,353,train
D00566,P00566,354,train
D00567,P00567,355,train
D00568,P00568,64,train
D00569,P00569,356,train
D00570,P00570,357,train
D00571,P00571,358,train
D00572,P00572,359,train
D00573,P00573,2,train
D00574,P00574,360,train
D00575,P00575,361,train
D00576,P00576,362,train
D00577,P00577,363,train
D00578,P00578,364,train
D00579,P00579,365,train
D00580,P00580,27,train
D00581,P00581,366,train
D00582,P00582,188,train
D00583,P00583,367,train
D00584,P00584,249,train
D00585,P00585,4,train
D00586,P00586,368,train
D00587,P00587,197,train
D00588,P00588,257,train
D00589,P00589,369,train
D00590,P00590,370,train
D00591,P00591,4,train
D00592,P00592,371,train
D00593,P00593,14,train
D00594,P00594,372,train
D00595,P00595,143,train
D00596,P00596,373,train
D00597,P00597,374,train
D00598,P00598,4,train
D00599,P00599,171,train
D00600,P00600,147,train
D00601,P00601,375,train
D00602,P00602,376,train
D00603,P00603,8,train
D00604,P00604,376,train
D00605,P00605,377,train
D00606,P00606,378,train
D00607,P00607,379,train
D00608,P00608,380,train
D00609,P00609,381,train
D00610,P00610,382,train
D00611,P00611,383,train
D00612,P00612,384,train
D00613,P00613,385,train
D00614,P00614,4,train
D00615,P00615,64,train
D00616,P00616,64,train
D00617,P00617,4,train
D00618,P00618,268,train
D00619,P00619,215,train
D00620,P00620,21,train
D00621,P00621,330,train
D00622,P00622,30,train
D00623,P00623,78,train
D00624,P00624,58,train
D00625,P00625,50,train
D00626,P00626,36,train
D00627,P00627,64,train
D00628,P00628,386,train
D00629,P00629,387,train
D00630,P00630,64,train
D00631,P00631,261,train
D00632,P00632,21,train
D00633,P00633,124,train
D00634,P00634,388,train
D00635,P00635,389,train
D00636,P00636,64,train
D00637,P00637,390,train
D00638,P00638,391,train
D00639,P00639,146,train
D00640,P00640,92,train
D00641,P00641,392,train
D00642,P00642,393,train
D00643,P00643,160,train
D00644,P00644,249,train
D00645,P00645,4,train
D00646,P00646,394,train
D00647,P00647,395,train
D00648,P00648,396,train
D00649,P00649,397,train
D00650,P00650,21,train
D00651,P00651,27,train
D00652,P00652,398,train
D00653,P00653,105,train
D00654,P00654,399,train
D00655,P00655,21,train
D00656,P00656,400,train
D00657,P00657,401,train
D00658,P00658,4,train
D00659,P00659,402,train
D00660,P00660,21,train
D00661,P00661,403,train
D00662,P00662,329,train
D00663,P00663,249,train
D00664,P00664,404,train
D00665,P00665,21,train
D00666,P00666,148,train
D00667,P00667,405,train
D00668,P00668,31,train
D00669,P00669,289,train
D00670,P00670,406,train
D00671,P00671,407,train
D00672,P00672,64,train
D00673,P00673,216,train
D00674,P00674,13,train
D00675,P00675,160,train
D00676,P00676,408,train
D00677,P00677,4,train
D00678,P00678,409,train
D00679,P00679,410,train
D00680,P00680,411,train
D00681,P00681,412,train
D00682,P00682,413,train
D00683,P00683,414,train
D00684,P00684,415,train
D00685,P00685,416,train
D00686,P00686,4,train
D00687,P00687,234,train
D00688,P00688,92,train
D00689,P00689,417,train
D00690,P00690,124,train
D00691,P00691,418,train
D00692,P00692,180,train
D00693,P00693,104,train
D00694,P00694,419,train
D00695,P00695,258,train
D00696,P00696,21,train
D00697,P00697,420,train
D00698,P00698,421,train
D00699,P00699,64,train
D00700,P00700,422,train
D00701,P00701,275,train
D00702,P00702,423,train
D00703,P00703,424,train
D00704,P00704,92,train
D00705,P00705,425,train
D00706,P00706,331,train
D00707,P00707,426,train
D00708,P00708,427,train
D00709,P00709,428,train
D00710,P00710,429,train
D00711,P00711,4,train
D00712,P00712,104,train
D00713,P00713,430,train
D00714,P00714,431,train
D00715,P00715,432,train
D00716,P00716,433,train
D00717,P00717,434,train
D00718,P00718,4,train
D00719,P00719,435,train
D00720,P00720,436,train
D00721,P00721,349,train
D00722,P00722,367,train
D00723,P00723,21,train
D00724,P00724,21,train
D00725,P00725,342,train
D00726,P00726,437,train
D00727,P00727,438,train
D00728,P00728,439,train
D00729,P00729,440,train
D00730,P00730,41,train
D00731,P00731,441,train
D00732,P00732,442,train
D00733,P00733,443,train
D00734,P00734,4,train
D00735,P00735,362,train
D00736,P00736,444,train
D00737,P00737,445,train
D00738,P00738,4,train
D00739,P00739,397,train
D00740,P00740,99,train
D00741,P00741,287,train
D00742,P00742,4,train
D00743,P00743,21,train
D00744,P00744,397,train
D00745,P00745,446,train
D00746,P00746,4,train
D00747,P00747,438,train
D00748,P00748,51,train
D00749,P00749,229,train
D00750,P00750,447,train
D00751,P00751,448,train
D00752,P00752,449,train
D00753,P00753,450,train
D00754,P00754,451,train
D00755,P00755,452,train
D00756,P00756,282,train
D00757,P00757,293,train
D00758,P00758,453,train
D00759,P00759,397,train
D00760,P00760,454,train
D00761,P00761,455,train
D00762,P00762,4,train
D00763,P00763,36,train
D00764,P00764,36,train
D00765,P00765,64,train
D00766,P00766,21,train
D00767,P00767,3,train
D00768,P00768,19,train
D00769,P00769,456,train
D00770,P00770,457,train
D00771,P00771,13,train
D00772,P00772,458,train
D00773,P00773,180,train
D00774,P00774,440,train
D00775,P00775,459,train
D00776,P00776,21,train
D00777,P00777,273,train
D00778,P00778,13,train
D00779,P00779,460,train
D00780,P00780,299,train
D00781,P00781,21,train
D00782,P00782,64,train
D00783,P00783,461,train
D00784,P00784,462,train
D00785,P00785,463,train
D00786,P00786,464,train
D00787,P00787,465,train
D00788,P00788,100,train
D00789,P00789,466,train
D00790,P00790,112,train
D00791,P00791,37,train
D00792,P00792,467,train
D00793,P00793,48,train
D00794,P00794,104,train
D00795,P00795,468,train
D00796,P00796,469,train
D00797,P00797,448,train
D00798,P00798,470,train
D00799,P00799,471,train
D00800,P00800,2,train
D00801,P00801,472,train
D00802,P00802,305,train
D00803,P00803,9,train
D00804,P00804,21,train
D00805,P00805,4,train
D00806,P00806,371,train
D00807,P00807,473,train
D00808,P00808,28,train
D00809,P00809,474,train
D00810,P00810,475,train
D00811,P00811,4,train
D00812,P00812,226,train
D00813,P00813,64,train
D00814,P00814,476,train
D00815,P00815,459,train
D00816,P00816,391,train
D00817,P00817,216,train
D00818,P00818,21,train
D00819,P00819,20,train
D00820,P00820,477,train
D00821,P00821,478,train
D00822,P00822,479,train
D00823,P00823,480,train
D00824,P00824,481,train
D00825,P00825,64,train
D00826,P00826,257,train
D00827,P00827,482,train
D00828,P00828,431,train
D00829,P00829,382,train
D00830,P00830,82,train
D00831,P00831,64,train
D00832,P00832,483,train
D00833,P00833,484,train
D00834,P00834,485,train
D00835,P00835,465,train
D00836,P00836,41,train
D00837,P00837,180,train
D00838,P00838,486,train
D00839,P00839,13,train
D00840,P00840,65,train
D00841,P00841,487,train
D00842,P00842,19,train
D00843,P00843,4,train
D00844,P00844,12,train
D00845,P00845,488,train
D00846,P00846,489,train
D00847,P00847,146,train
D00848,P00848,490,train
D00849,P00849,491,train
D00850,P00850,58,train
D00851,P00851,492,train
D00852,P00852,493,train
D00853,P00853,4,train
D00854,P00854,494,train
D00855,P00855,495,train
D00856,P00856,4,train
D00857,P00857,496,train
D00858,P00858,497,train
D00859,P00859,318,train
D00860,P00860,498,train
D00861,P00861,369,train
D00862,P00862,499,train
D00863,P00863,77,train
D00864,P00864,95,train
D00865,P00865,269,train
D00866,P00866,500,train
D00867,P00867,203,train
D00868,P00868,64,train
D00869,P00869,501,train
D00870,P00870,4,train
D00871,P00871,502,train
D00872,P00872,300,train
D00873,P00873,3,train
D00874,P00874,124,train
D00875,P00875,64,train
D00876,P00876,503,train
D00877,P00877,504,train
D00878,P00878,371,train
D00879,P00879,207,train
D00880,P00880,75,train
D00881,P00881,505,train
D00882,P00882,340,train
D00883,P00883,506,train
D00884,P00884,507,train
D00885,P00885,214,train
D00886,P00886,508,train
D00887,P00887,161,train
D00888,P00888,4,train
D00889,P00889,122,train
D00890,P00890,509,train
D00891,P00891,510,train
D00892,P00892,21,train
D00893,P00893,101,train
D00894,P00894,21,train
D00895,P00895,214,train
D00896,P00896,511,train
D00897,P00897,21,train
D00898,P00898,512,train
D00899,P00899,397,train
D00900,P00900,161,train
D00901,P00901,513,train
D00902,P00902,95,train
D00903,P00903,514,train
D00904,P00904,515,train
D00905,P00905,516,train
D00906,P00906,517,train
D00907,P00907,518,train
D00908,P00908,124,train
D00909,P00909,309,train
D00910,P00910,519,train
D00911,P00911,93,train
D00912,P00912,241,train
D00913,P00913,520,train
D00914,P00914,521,train
D00915,P00915,522,train
D00916,P00916,21,train
D00917,P00917,331,train
D00918,P00918,21,train
D00919,P00919,490,train
D00920,P00920,15,train
D00921,P00921,523,train
D00922,P00922,524,train
D00923,P00923,37,train
D00924,P00924,51,train
D00925,P00925,525,train
D00926,P00926,104,train
D00927,P00927,158,train
D00928,P00928,101,train
D00929,P00929,182,train
D00930,P00930,77,train
D00931,P00931,13,train
D00932,P00932,243,train
D00933,P00933,526,train
D00934,P00934,527,train
D00935,P00935,113,train
D00936,P00936,400,train
D00937,P00937,4,train
D00938,P00938,63,train
D00939,P00939,528,train
D00940,P00940,493,train
D00941,P00941,161,train
D00942,P00942,21,train
D00943,P00943,113,train
D00944,P00944,529,train
D00945,P00945,21,train
D00946,P00946,138,train
D00947,P00947,4,train
D00948,P00948,229,train
D00949,P00949,530,train
D00950,P00950,64,train
D00951,P00951,531,train
D00952,P00952,532,train
D00953,P00953,533,train
D00954,P00954,534,train
D00955,P00955,535,train
D00956,P00956,101,train
D00957,P00957,536,train
D00958,P00958,427,train
D00959,P00959,121,train
D00960,P00960,108,train
D00961,P00961,258,train
D00962,P00962,537,train
D00963,P00963,538,train
D00964,P00964,40,train
D00965,P00965,68,train
D00966,P00966,539,train
D00967,P00967,21,train
D00968,P00968,49,train
D00969,P00969,100,train
D00970,P00970,518,train
D00971,P00971,4,train
D00972,P00972,104,train
D00973,P00973,540,train
D00974,P00974,541,train
D00975,P00975,439,train
D00976,P00976,41,train
D00977,P00977,163,train
D00978,P00978,21,train
D00979,P00979,20,train
D00980,P00980,542,train
D00981,P00981,508,train
D00982,P00982,543,train
D00983,P00983,544,train
D00984,P00984,104,train
D00985,P00985,545,train
D00986,P00986,21,train
D00987,P00987,195,train
D00988,P00988,4,train
D00989,P00989,546,train
D00990,P00990,21,train
D00991,P00991,4,train
D00992,P00992,547,train
D00993,P00993,509,train
D00994,P00994,223,train
D00995,P00995,77,train
D00996,P00996,548,train
D00997,P00997,549,train
D00998,P00998,40,train
D00999,P00999,550,train
D01000,P01000,54,train
D01001,P01001,551,train
D01002,P01002,13,train
D01003,P01003,552,train
D01004,P01004,75,train
D01005,P01005,553,train
D01006,P01006,21,train
D01007,P01007,554,train
D01008,P01008,141,train
D01009,P01009,243,train
D01010,P01010,4,train
D01011,P01011,124,train
D01012,P01012,4,train
D01013,P01013,555,train
D01014,P01014,556,train
D01015,P01015,557,train
D01016,P01016,171,train
D01017,P01017,558,train
D01018,P01018,559,train
D01019,P01019,560,train
D01020,P01020,100,train
D01021,P01021,197,train
D01022,P01022,561,train
D01023,P01023,145,train
D01024,P01024,493,train
D01025,P01025,312,train
D01026,P01026,241,train
D01027,P01027,123,train
D01028,P01028,270,train
D01029,P01029,314,train
D01030,P01030,562,train
D01031,P01031,381,train
D01032,P01032,563,train
D01033,P01033,564,train
D01034,P01034,117,train
D01035,P01035,565,train
D01036,P01036,566,train
D01037,P01037,4,train
D01038,P01038,75,train
D01039,P01039,567,train
D01040,P01040,64,train
D01041,P01041,505,train
D01042,P01042,568,train
D01043,P01043,32,train
D01044,P01044,145,train
D01045,P01045,21,train
D01046,P01046,448,train
D01047,P01047,4,train
D01048,P01048,569,train
D01049,P01049,16,train
D01050,P01050,28,train
D01051,P01051,21,train
D01052,P01052,243,train
D01053,P01053,64,train
D01054,P01054,21,train
D01055,P01055,21,train
D01056,P01056,350,train
D01057,P01057,182,train
D01058,P01058,171,train
D01059,P01059,493,train
D01060,P01060,570,train
D01061,P01061,493,train
D01062,P01062,571,train
D01063,P01063,572,train
D01064,P01064,325,train
D01065,P01065,573,train
D01066,P01066,36,train
D01067,P01067,54,train
D01068,P01068,574,train
D01069,P01069,428,train
D01070,P01070,575,train
D01071,P01071,64,train
D01072,P01072,241,train
D01073,P01073,196,train
D01074,P01074,511,train
D01075,P01075,576,train
D01076,P01076,493,train
D01077,P01077,577,train
D01078,P01078,170,train
D01079,P01079,454,train
D01080,P01080,100,train
D01081,P01081,578,train
D01082,P01082,161,train
D01083,P01083,178,train
D01084,P01084,153,train
D01085,P01085,579,train
D01086,P01086,152,train
D01087,P01087,580,train
D01088,P01088,422,train
D01089,P01089,64,train
D01090,P01090,21,train
D01091,P01091,581,train
D01092,P01092,582,train
D01093,P01093,148,train
D01094,P01094,583,train
D01095,P01095,171,train
D01096,P01096,584,train
D01097,P01097,585,train
D01098,P01098,586,train
D01099,P01099,24,train
D01100,P01100,64,train
D01101,P01101,519,train
D01102,P01102,334,train
D01103,P01103,437,train
D01104,P01104,21,train
D01105,P01105,587,train
D01106,P01106,21,train
D01107,P01107,361,train
D01108,P01108,568,train
D01109,P01109,100,train
D01110,P01110,588,train
D01111,P01111,64,train
D01112,P01112,217,train
D01113,P01113,280,train
D01114,P01114,333,train
D01115,P01115,589,train
D01116,P01116,590,train
D01117,P01117,64,train
D01118,P01118,474,train
D01119,P01119,155,train
D01120,P01120,484,train
D01121,P01121,247,train
D01122,P01122,361,train
D01123,P01123,591,train
D01124,P01124,435,train
D01125,P01125,136,train
D01126,P01126,592,train
D01127,P01127,211,train
D01128,P01128,21,train
D01129,P01129,593,train
D01130,P01130,594,train
D01131,P01131,314,train
D01132,P01132,277,train
D01133,P01133,69,train
D01134,P01134,21,train
D01135,P01135,595,train
D01136,P01136,596,train
D01137,P01137,397,train
D01138,P01138,397,train
D01139,P01139,479,train
D01140,P01140,21,train
D01141,P01141,330,train
D01142,P01142,60,train
D01143,P01143,198,train
D01144,P01144,64,train
D01145,P01145,597,train
D01146,P01146,114,train
D01147,P01147,578,train
D01148,P01148,598,train
D01149,P01149,44,train
D01150,P01150,384,train
D01151,P01151,599,train
D01152,P01152,600,train
D01153,P01153,601,train
D01154,P01154,602,train
D01155,P01155,557,train
D01156,P01156,557,train
D01157,P01157,21,train
D01158,P01158,603,train
D01159,P01159,328,train
D01160,P01160,170,train
D01161,P01161,543,train
D01162,P01162,314,train
