drug_id,protein_id,interaction,split
D00110,P00110,97,train
D00111,P00111,98,train
D00112,P00112,99,train
D00113,P00113,100,train
D00114,P00114,101,train
D00115,P00115,102,train
D00116,P00116,103,train
D00117,P00117,104,train
D00118,P00118,105,train
D00119,P00119,106,train
D00120,P00120,76,train
D00121,P00121,93,train
D00122,P00122,107,train
D00123,P00123,108,train
D00124,P00124,109,train
D00125,P00125,110,train
D00126,P00126,2,train
D00127,P00127,111,train
D00128,P00128,35,train
D00129,P00129,112,train
D00130,P00130,113,train
D00131,P00131,114,train
D00132,P00132,115,train
D00133,P00133,116,train
D00134,P00134,2,train
D00135,P00135,117,train
D00136,P00136,118,train
D00137,P00137,119,train
D00138,P00138,120,train
D00139,P00139,121,train
D00140,P00140,122,train
D00141,P00141,35,train
D00142,P00142,123,train
D00143,P00143,124,train
D00144,P00144,125,train
D00145,P00145,126,train
D00146,P00146,127,train
D00147,P00147,128,train
D00148,P00148,129,train
D00149,P00149,130,train
D00150,P00150,131,train
D00151,P00151,132,train
D00152,P00152,133,train
D00153,P00153,134,train
D00154,P00154,135,train
D00155,P00155,136,train
D00156,P00156,81,train
D00157,P00157,35,train
D00158,P00158,2,train
D00159,P00159,137,train
D00160,P00160,138,train
D00161,P00161,16,train
D00162,P00162,139,train
D00163,P00163,140,train
D00164,P00164,141,train
D00165,P00165,142,train
D00166,P00166,143,train
D00167,P00167,144,train
D00168,P00168,145,train
D00169,P00169,146,train
D00170,P00170,147,train
D00171,P00171,148,train
D00172,P00172,35,train
D00173,P00173,149,train
D00174,P00174,150,train
D00175,P00175,151,train
D00176,P00176,152,train
D00177,P00177,153,train
D00178,P00178,154,train
D00179,P00179,155,train
D00180,P00180,156,train
D00181,P00181,157,train
D00182,P00182,158,train
D00183,P00183,159,train
D00184,P00184,160,train
D00185,P00185,161,train
D00186,P00186,162,train
D00187,P00187,25,train
D00188,P00188,163,train
D00189,P00189,164,train
D00190,P00190,165,train
D00191,P00191,166,train
D00192,P00192,167,train
D00193,P00193,168,train
D00194,P00194,169,train
D00195,P00195,170,train
D00196,P00196,171,train
D00197,P00197,81,train
D00198,P00198,172,train
D00199,P00199,62,train
D00200,P00200,107,train
D00201,P00201,173,train
D00202,P00202,174,train
D00203,P00203,114,train
D00204,P00204,175,train
D00205,P00205,176,train
D00206,P00206,177,train
D00207,P00207,178,train
D00208,P00208,179,train
D00209,P00209,180,train
D00210,P00210,181,train
D00211,P00211,182,train
D00212,P00212,2,train
D00213,P00213,183,train
D00214,P00214,184,train
D00215,P00215,172,train
D00216,P00216,185,train
D00217,P00217,186,train
D00218,P00218,187,train
D00219,P00219,188,train
D00220,P00220,189,train
D00221,P00221,190,train
D00222,P00222,191,train
D00223,P00223,192,train
D00224,P00224,193,train
D00225,P00225,194,train
D00226,P00226,195,train
D00227,P00227,196,train
D00228,P00228,197,train
D00229,P00229,198,train
D00230,P00230,199,train
D00231,P00231,81,train
D00232,P00232,200,train
D00233,P00233,201,train
D00234,P00234,117,train
D00235,P00235,202,train
D00236,P00236,203,train
D00237,P00237,204,train
D00238,P00238,205,train
D00239,P00239,206,train
D00240,P00240,207,train
D00241,P00241,208,train
D00242,P00242,107,train
D00243,P00243,209,train
D00244,P00244,210,train
D00245,P00245,211,train
D00246,P00246,212,train
D00247,P00247,213,train
D00248,P00248,214,train
D00249,P00249,215,train
D00250,P00250,216,train
D00251,P00251,217,train
D00252,P00252,218,train
D00253,P00253,2,train
D00254,P00254,66,train
D00255,P00255,19,train
D00256,P00256,2,train
D00257,P00257,219,train
D00258,P00258,220,train
D00259,P00259,66,train
D00260,P00260,221,train
D00261,P00261,222,train
D00262,P00262,223,train
D00263,P00263,107,train
D00264,P00264,224,train
D00265,P00265,113,train
D00266,P00266,225,train
D00267,P00267,129,train
D00268,P00268,226,train
D00269,P00269,227,train
D00270,P00270,81,train
D00271,P00271,228,train
D00272,P00272,229,train
D00273,P00273,230,train
D00274,P00274,35,train
D00275,P00275,231,train
D00276,P00276,232,train
D00277,P00277,233,train
D00278,P00278,234,train
D00279,P00279,62,train
D00280,P00280,235,train
D00281,P00281,156,train
D00282,P00282,236,train
D00283,P00283,237,train
D00284,P00284,238,train
D00285,P00285,239,train
D00286,P00286,240,train
D00287,P00287,241,train
D00288,P00288,242,train
D00289,P00289,243,train
D00290,P00290,244,train
D00291,P00291,245,train
D00292,P00292,246,train
D00293,P00293,247,train
D00294,P00294,19,train
D00295,P00295,248,train
D00296,P00296,136,train
D00297,P00297,129,train
D00298,P00298,35,train
D00299,P00299,249,train
D00300,P00300,172,train
D00301,P00301,250,train
D00302,P00302,107,train
D00303,P00303,251,train
D00304,P00304,252,train
D00305,P00305,253,train
D00306,P00306,254,train
D00307,P00307,255,train
D00308,P00308,256,train
D00309,P00309,257,train
D00310,P00310,42,train
D00311,P00311,258,train
D00312,P00312,259,train
D00313,P00313,260,train
D00314,P00314,261,train
D00315,P00315,262,train
D00316,P00316,263,train
D00317,P00317,55,train
D00318,P00318,264,train
D00319,P00319,265,train
D00320,P00320,266,train
D00321,P00321,267,train
D00322,P00322,268,train
D00323,P00323,269,train
D00324,P00324,270,train
D00325,P00325,271,train
D00326,P00326,272,train
D00327,P00327,273,train
D00328,P00328,274,train
D00329,P00329,98,train
D00330,P00330,275,train
D00331,P00331,276,train
D00332,P00332,277,train
D00333,P00333,278,train
D00334,P00334,279,train
D00335,P00335,280,train
D00336,P00336,281,train
D00337,P00337,282,train
D00338,P00338,283,train
D00339,P00339,284,train
D00340,P00340,285,train
D00341,P00341,286,train
D00342,P00342,130,train
D00343,P00343,287,train
D00344,P00344,288,train
D00345,P00345,218,train
D00346,P00346,289,train
D00347,P00347,290,train
D00348,P00348,93,train
D00349,P00349,291,train
D00350,P00350,145,train
D00351,P00351,292,train
D00352,P00352,293,train
D00353,P00353,294,train
D00354,P00354,295,train
D00355,P00355,296,train
D00356,P00356,297,train
D00357,P00357,298,train
D00358,P00358,81,train
D00359,P00359,299,train
D00360,P00360,300,train
D00361,P00361,301,train
D00362,P00362,302,train
D00363,P00363,303,train
D00364,P00364,2,train
D00365,P00365,304,train
D00366,P00366,305,train
D00367,P00367,306,train
D00368,P00368,81,train
D00369,P00369,171,train
D00370,P00370,307,train
D00371,P00371,19,train
D00372,P00372,308,train
D00373,P00373,309,train
D00374,P00374,310,train
D00375,P00375,311,train
D00376,P00376,312,train
D00377,P00377,93,train
D00378,P00378,313,train
D00379,P00379,145,train
D00380,P00380,314,train
D00381,P00381,315,train
D00382,P00382,316,train
D00383,P00383,317,train
D00384,P00384,318,train
D00385,P00385,14,train
D00386,P00386,319,train
D00387,P00387,6,train
D00388,P00388,320,train
D00389,P00389,321,train
D00390,P00390,322,train
D00391,P00391,323,train
D00392,P00392,324,train
D00393,P00393,35,train
D00394,P00394,19,train
D00395,P00395,325,train
D00396,P00396,326,train
D00397,P00397,327,train
D00398,P00398,328,train
D00399,P00399,329,train
D00400,P00400,330,train
D00401,P00401,331,train
D00402,P00402,332,train
D00403,P00403,333,train
D00404,P00404,35,train
D00405,P00405,334,train
D00406,P00406,335,train
D00407,P00407,336,train
D00408,P00408,337,train
D00409,P00409,338,train
D00410,P00410,111,train
D00411,P00411,117,train
D00412,P00412,339,train
D00413,P00413,340,train
D00414,P00414,95,train
D00415,P00415,341,train
D00416,P00416,2,train
D00417,P00417,342,train
D00418,P00418,343,train
D00419,P00419,344,train
D00420,P00420,83,train
D00421,P00421,345,train
D00422,P00422,123,train
D00423,P00423,346,train
D00424,P00424,347,train
D00425,P00425,348,train
D00426,P00426,349,train
D00427,P00427,350,train
D00428,P00428,258,train
D00429,P00429,183,train
D00430,P00430,351,train
D00431,P00431,352,train
D00432,P00432,353,train
D00433,P00433,170,train
D00434,P00434,354,train
D00435,P00435,111,train
D00436,P00436,129,train
D00437,P00437,355,train
D00438,P00438,356,train
D00439,P00439,357,train
D00440,P00440,358,train
D00441,P00441,42,train
D00442,P00442,35,train
D00443,P00443,359,train
D00444,P00444,360,train
D00445,P00445,361,train
D00446,P00446,362,train
D00447,P00447,363,train
D00448,P00448,364,train
D00449,P00449,339,train
D00450,P00450,106,train
D00451,P00451,344,train
D00452,P00452,35,train
D00453,P00453,330,train
D00454,P00454,180,train
D00455,P00455,365,train
D00456,P00456,99,train
D00457,P00457,366,train
D00458,P00458,367,train
D00459,P00459,368,train
D00460,P00460,81,train
D00461,P00461,369,train
D00462,P00462,370,train
D00463,P00463,371,train
D00464,P00464,372,train
D00465,P00465,373,train
D00466,P00466,374,train
D00467,P00467,375,train
D00468,P00468,376,train
D00469,P00469,377,train
D00470,P00470,378,train
D00471,P00471,379,train
D00472,P00472,380,train
D00473,P00473,381,train
D00474,P00474,382,train
D00475,P00475,383,train
D00476,P00476,384,train
D00477,P00477,385,train
D00478,P00478,386,train
D00479,P00479,387,train
D00480,P00480,342,train
D00481,P00481,136,train
D00482,P00482,388,train
D00483,P00483,158,train
D00484,P00484,389,train
D00485,P00485,390,train
D00486,P00486,391,train
D00487,P00487,392,train
D00488,P00488,2,train
D00489,P00489,393,train
D00490,P00490,394,train
D00491,P00491,395,train
D00492,P00492,396,train
D00493,P00493,397,train
D00494,P00494,398,train
D00495,P00495,356,train
D00496,P00496,399,train
D00497,P00497,400,train
D00498,P00498,401,train
D00499,P00499,402,train
D00500,P00500,403,train
D00501,P00501,2,train
D00502,P00502,404,train
D00503,P00503,106,train
D00504,P00504,405,train
D00505,P00505,406,train
D00506,P00506,310,train
D00507,P00507,57,train
D00508,P00508,81,train
D00509,P00509,407,train
D00510,P00510,408,train
D00511,P00511,409,train
D00512,P00512,410,train
D00513,P00513,411,train
D00514,P00514,307,train
D00515,P00515,412,train
D00516,P00516,413,train
D00517,P00517,414,train
D00518,P00518,415,train
D00519,P00519,416,train
D00520,P00520,417,train
D00521,P00521,35,train
D00522,P00522,35,train
D00523,P00523,418,train
D00524,P00524,2,train
D00525,P00525,35,train
D00526,P00526,35,train
D00527,P00527,419,train
D00528,P00528,342,train
D00529,P00529,107,train
D00530,P00530,420,train
D00531,P00531,421,train
D00532,P00532,422,train
D00533,P00533,423,train
D00534,P00534,424,train
D00535,P00535,425,train
D00536,P00536,161,train
D00537,P00537,426,train
D00538,P00538,81,train
D00539,P00539,427,train
D00540,P00540,428,train
D00541,P00541,35,train
D00542,P00542,429,train
D00543,P00543,430,train
D00544,P00544,218,train
D00545,P00545,431,train
D00546,P00546,432,train
D00547,P00547,433,train
D00548,P00548,434,train
D00549,P00549,435,train
D00550,P00550,436,train
D00551,P00551,437,train
D00552,P00552,2,train
D00553,P00553,438,train
D00554,P00554,439,train
D00555,P00555,440,train
D00556,P00556,441,train
D00557,P00557,442,train
D00558,P00558,107,train
D00559,P00559,311,train
D00560,P00560,138,train
D00561,P00561,443,train
D00562,P00562,444,train
D00563,P00563,91,train
D00564,P00564,445,train
D00565,P00565,446,train
D00566,P00566,156,train
D00567,P00567,447,train
D00568,P00568,448,train
D00569,P00569,93,train
D00570,P00570,449,train
D00571,P00571,450,train
D00572,P00572,451,train
D00573,P00573,452,train
D00574,P00574,453,train
D00575,P00575,35,train
D00576,P00576,19,train
D00577,P00577,454,train
D00578,P00578,455,train
D00579,P00579,456,train
D00580,P00580,457,train
D00581,P00581,458,train
D00582,P00582,459,train
D00583,P00583,460,train
D00584,P00584,461,train
D00585,P00585,462,train
D00586,P00586,463,train
D00587,P00587,464,train
D00588,P00588,81,train
D00589,P00589,465,train
D00590,P00590,35,train
D00591,P00591,81,train
D00592,P00592,161,train
D00593,P00593,447,train
D00594,P00594,264,train
D00595,P00595,466,train
D00596,P00596,35,train
D00597,P00597,467,train
D00598,P00598,81,train
D00599,P00599,112,train
D00600,P00600,468,train
D00601,P00601,469,train
D00602,P00602,429,train
D00603,P00603,37,train
D00604,P00604,2,train
D00605,P00605,2,train
D00606,P00606,470,train
D00607,P00607,471,train
D00608,P00608,472,train
D00609,P00609,473,train
D00610,P00610,59,train
D00611,P00611,474,train
D00612,P00612,475,train
D00613,P00613,476,train
D00614,P00614,477,train
D00615,P00615,478,train
D00616,P00616,479,train
D00617,P00617,480,train
D00618,P00618,481,train
D00619,P00619,81,train
D00620,P00620,482,train
D00621,P00621,81,train
D00622,P00622,117,train
D00623,P00623,483,train
D00624,P00624,484,train
D00625,P00625,99,train
D00626,P00626,485,train
D00627,P00627,486,train
D00628,P00628,339,train
D00629,P00629,487,train
D00630,P00630,69,train
D00631,P00631,28,train
D00632,P00632,76,train
D00633,P00633,488,train
D00634,P00634,489,train
D00635,P00635,490,train
D00636,P00636,491,train
D00637,P00637,492,train
D00638,P00638,126,train
D00639,P00639,493,train
D00640,P00640,494,train
D00641,P00641,81,train
D00642,P00642,495,train
D00643,P00643,496,train
D00644,P00644,497,train
D00645,P00645,106,train
D00646,P00646,269,train
D00647,P00647,498,train
D00648,P00648,499,train
D00649,P00649,500,train
D00650,P00650,81,train
D00651,P00651,501,train
D00652,P00652,502,train
D00653,P00653,503,train
D00654,P00654,504,train
D00655,P00655,505,train
D00656,P00656,506,train
D00657,P00657,507,train
D00658,P00658,508,train
D00659,P00659,306,train
D00660,P00660,509,train
D00661,P00661,107,train
D00662,P00662,510,train
D00663,P00663,511,train
D00664,P00664,512,train
D00665,P00665,80,train
D00666,P00666,513,train
D00667,P00667,514,train
D00668,P00668,515,train
D00669,P00669,516,train
D00670,P00670,517,train
D00671,P00671,518,train
D00672,P00672,519,train
D00673,P00673,193,train
D00674,P00674,520,train
D00675,P00675,521,train
D00676,P00676,522,train
D00677,P00677,502,train
D00678,P00678,388,train
D00679,P00679,523,train
D00680,P00680,524,train
D00681,P00681,525,train
D00682,P00682,526,train
D00683,P00683,527,train
D00684,P00684,35,train
D00685,P00685,528,train
D00686,P00686,529,train
D00687,P00687,530,train
D00688,P00688,531,train
D00689,P00689,532,train
D00690,P00690,533,train
D00691,P00691,534,train
D00692,P00692,35,train
D00693,P00693,535,train
D00694,P00694,536,train
D00695,P00695,464,train
D00696,P00696,537,train
D00697,P00697,538,train
D00698,P00698,539,train
D00699,P00699,540,train
D00700,P00700,541,train
D00701,P00701,122,train
D00702,P00702,542,train
D00703,P00703,68,train
D00704,P00704,77,train
D00705,P00705,2,train
D00706,P00706,543,train
D00707,P00707,544,train
D00708,P00708,121,train
D00709,P00709,545,train
D00710,P00710,171,train
D00711,P00711,81,train
D00712,P00712,546,train
D00713,P00713,81,train
D00714,P00714,547,train
D00715,P00715,485,train
D00716,P00716,37,train
D00717,P00717,548,train
D00718,P00718,2,train
D00719,P00719,549,train
D00720,P00720,550,train
D00721,P00721,129,train
D00722,P00722,551,train
D00723,P00723,552,train
D00724,P00724,509,train
D00725,P00725,553,train
D00726,P00726,554,train
D00727,P00727,555,train
D00728,P00728,35,train
D00729,P00729,308,train
D00730,P00730,556,train
D00731,P00731,557,train
D00732,P00732,25,train
D00733,P00733,73,train
D00734,P00734,90,train
D00735,P00735,558,train
D00736,P00736,339,train
D00737,P00737,559,train
D00738,P00738,2,train
D00739,P00739,560,train
D00740,P00740,561,train
D00741,P00741,562,train
D00742,P00742,506,train
D00743,P00743,563,train
D00744,P00744,35,train
D00745,P00745,564,train
D00746,P00746,107,train
D00747,P00747,355,train
D00748,P00748,565,train
D00749,P00749,566,train
D00750,P00750,77,train
D00751,P00751,81,train
D00752,P00752,567,train
D00753,P00753,202,train
D00754,P00754,568,train
D00755,P00755,81,train
D00756,P00756,35,train
D00757,P00757,490,train
D00758,P00758,569,train
D00759,P00759,570,train
D00760,P00760,571,train
D00761,P00761,572,train
D00762,P00762,573,train
D00763,P00763,574,train
D00764,P00764,575,train
D00765,P00765,576,train
D00766,P00766,577,train
D00767,P00767,578,train
D00768,P00768,579,train
D00769,P00769,580,train
D00770,P00770,581,train
D00771,P00771,582,train
D00772,P00772,204,train
D00773,P00773,583,train
D00774,P00774,128,train
D00775,P00775,584,train
D00776,P00776,585,train
D00777,P00777,586,train
D00778,P00778,587,train
D00779,P00779,448,train
D00780,P00780,480,train
D00781,P00781,588,train
D00782,P00782,589,train
D00783,P00783,590,train
D00784,P00784,591,train
D00785,P00785,35,train
D00786,P00786,299,train
D00787,P00787,592,train
D00788,P00788,81,train
D00789,P00789,593,train
D00790,P00790,25,train
D00791,P00791,594,train
D00792,P00792,355,train
D00793,P00793,595,train
D00794,P00794,596,train
D00795,P00795,597,train
D00796,P00796,598,train
D00797,P00797,599,train
D00798,P00798,600,train
D00799,P00799,82,train
D00800,P00800,35,train
D00801,P00801,601,train
D00802,P00802,81,train
D00803,P00803,602,train
D00804,P00804,330,train
D00805,P00805,603,train
D00806,P00806,604,train
D00807,P00807,222,train
D00808,P00808,605,train
D00809,P00809,606,train
D00810,P00810,88,train
D00811,P00811,392,train
D00812,P00812,607,train
D00813,P00813,330,train
D00814,P00814,608,train
D00815,P00815,2,train
D00816,P00816,609,train
D00817,P00817,610,train
D00818,P00818,611,train
D00819,P00819,612,train
D00820,P00820,43,train
D00821,P00821,613,train
D00822,P00822,614,train
D00823,P00823,81,train
D00824,P00824,6,train
D00825,P00825,339,train
D00826,P00826,130,train
D00827,P00827,615,train
D00828,P00828,517,train
D00829,P00829,616,train
D00830,P00830,373,train
D00831,P00831,8,train
D00832,P00832,617,train
D00833,P00833,618,train
D00834,P00834,619,train
D00835,P00835,264,train
D00836,P00836,620,train
D00837,P00837,621,train
D00838,P00838,622,train
D00839,P00839,35,train
D00840,P00840,623,train
D00841,P00841,35,train
D00842,P00842,624,train
D00843,P00843,625,train
D00844,P00844,493,train
D00845,P00845,171,train
D00846,P00846,626,train
D00847,P00847,402,train
D00848,P00848,627,train
D00849,P00849,628,train
D00850,P00850,629,train
D00851,P00851,2,train
D00852,P00852,630,train
D00853,P00853,631,train
D00854,P00854,101,train
D00855,P00855,632,train
D00856,P00856,633,train
D00857,P00857,634,train
D00858,P00858,635,train
D00859,P00859,463,train
D00860,P00860,300,train
D00861,P00861,509,train
D00862,P00862,35,train
D00863,P00863,636,train
D00864,P00864,637,train
D00865,P00865,638,train
D00866,P00866,412,train
D00867,P00867,639,train
D00868,P00868,640,train
D00869,P00869,641,train
D00870,P00870,642,train
D00871,P00871,643,train
D00872,P00872,644,train
D00873,P00873,645,train
D00874,P00874,646,train
D00875,P00875,81,train
D00876,P00876,129,train
D00877,P00877,2,train
D00878,P00878,647,train
D00879,P00879,648,train
D00880,P00880,2,train
D00881,P00881,649,train
D00882,P00882,650,train
D00883,P00883,651,train
D00884,P00884,652,train
D00885,P00885,653,train
D00886,P00886,654,train
D00887,P00887,655,train
D00888,P00888,656,train
D00889,P00889,657,train
D00890,P00890,99,train
D00891,P00891,2,train
D00892,P00892,145,train
D00893,P00893,658,train
D00894,P00894,659,train
D00895,P00895,660,train
D00896,P00896,596,train
D00897,P00897,437,train
D00898,P00898,81,train
D00899,P00899,437,train
D00900,P00900,661,train
D00901,P00901,662,train
D00902,P00902,239,train
D00903,P00903,6,train
D00904,P00904,663,train
D00905,P00905,664,train
D00906,P00906,665,train
D00907,P00907,597,train
D00908,P00908,666,train
D00909,P00909,261,train
D00910,P00910,515,train
D00911,P00911,667,train
D00912,P00912,668,train
D00913,P00913,669,train
D00914,P00914,670,train
D00915,P00915,391,train
D00916,P00916,671,train
D00917,P00917,276,train
D00918,P00918,672,train
D00919,P00919,673,train
D00920,P00920,35,train
D00921,P00921,674,train
D00922,P00922,2,train
D00923,P00923,202,train
D00924,P00924,675,train
D00925,P00925,676,train
D00926,P00926,99,train
D00927,P00927,81,train
D00928,P00928,677,train
D00929,P00929,678,train
D00930,P00930,2,train
D00931,P00931,679,train
D00932,P00932,114,train
D00933,P00933,673,train
D00934,P00934,597,train
D00935,P00935,680,train
D00936,P00936,681,train
D00937,P00937,682,train
D00938,P00938,683,train
D00939,P00939,35,train
D00940,P00940,684,train
D00941,P00941,442,train
D00942,P00942,685,train
D00943,P00943,479,train
D00944,P00944,329,train
D00945,P00945,276,train
D00946,P00946,449,train
D00947,P00947,686,train
D00948,P00948,687,train
D00949,P00949,688,train
D00950,P00950,689,train
D00951,P00951,159,train
D00952,P00952,690,train
D00953,P00953,166,train
D00954,P00954,691,train
D00955,P00955,651,train
D00956,P00956,692,train
D00957,P00957,223,train
D00958,P00958,640,train
D00959,P00959,129,train
D00960,P00960,81,train
D00961,P00961,693,train
D00962,P00962,694,train
D00963,P00963,674,train
D00964,P00964,81,train
D00965,P00965,85,train
D00966,P00966,695,train
D00967,P00967,696,train
D00968,P00968,697,train
D00969,P00969,698,train
D00970,P00970,597,train
D00971,P00971,699,train
D00972,P00972,81,train
D00973,P00973,700,train
D00974,P00974,325,train
D00975,P00975,701,train
D00976,P00976,702,train
D00977,P00977,387,train
D00978,P00978,333,train
D00979,P00979,703,train
D00980,P00980,22,train
D00981,P00981,704,train
D00982,P00982,705,train
D00983,P00983,706,train
D00984,P00984,35,train
D00985,P00985,707,train
D00986,P00986,708,train
D00987,P00987,709,train
D00988,P00988,44,train
D00989,P00989,710,train
D00990,P00990,2,train
D00991,P00991,711,train
D00992,P00992,712,train
D00993,P00993,646,train
D00994,P00994,713,train
D00995,P00995,714,train
D00996,P00996,715,train
D00997,P00997,716,train
D00998,P00998,518,train
D00999,P00999,35,train
D01000,P01000,405,train
D01001,P01001,717,train
D01002,P01002,81,train
D01003,P01003,2,train
D01004,P01004,718,train
D01005,P01005,719,train
D01006,P01006,720,train
D01007,P01007,61,train
D01008,P01008,721,train
D01009,P01009,722,train
D01010,P01010,723,train
D01011,P01011,81,train
D01012,P01012,724,train
D01013,P01013,725,train
D01014,P01014,726,train
D01015,P01015,727,train
D01016,P01016,69,train
D01017,P01017,190,train
D01018,P01018,728,train
D01019,P01019,729,train
D01020,P01020,730,train
D01021,P01021,35,train
D01022,P01022,81,train
D01023,P01023,731,train
D01024,P01024,581,train
D01025,P01025,732,train
D01026,P01026,123,train
D01027,P01027,733,train
D01028,P01028,734,train
D01029,P01029,36,train
D01030,P01030,2,train
D01031,P01031,735,train
D01032,P01032,231,train
D01033,P01033,42,train
D01034,P01034,35,train
D01035,P01035,80,train
D01036,P01036,59,train
D01037,P01037,736,train
D01038,P01038,2,train
D01039,P01039,737,train
D01040,P01040,738,train
D01041,P01041,547,train
D01042,P01042,739,train
D01043,P01043,554,train
D01044,P01044,2,train
D01045,P01045,493,train
D01046,P01046,35,train
D01047,P01047,740,train
D01048,P01048,373,train
D01049,P01049,741,train
D01050,P01050,491,train
D01051,P01051,742,train
D01052,P01052,743,train
D01053,P01053,744,train
D01054,P01054,42,train
D01055,P01055,745,train
D01056,P01056,739,train
D01057,P01057,746,train
D01058,P01058,700,train
D01059,P01059,556,train
D01060,P01060,493,train
D01061,P01061,119,train
D01062,P01062,747,train
D01063,P01063,369,train
D01064,P01064,366,train
D01065,P01065,674,train
D01066,P01066,163,train
D01067,P01067,748,train
D01068,P01068,749,train
D01069,P01069,35,train
D01070,P01070,454,train
D01071,P01071,750,train
D01072,P01072,751,train
D01073,P01073,752,train
D01074,P01074,753,train
D01075,P01075,754,train
D01076,P01076,114,train
D01077,P01077,579,train
D01078,P01078,755,train
D01079,P01079,756,train
D01080,P01080,670,train
D01081,P01081,546,train
D01082,P01082,757,train
D01083,P01083,745,train
D01084,P01084,441,train
D01085,P01085,758,train
D01086,P01086,448,train
D01087,P01087,88,train
D01088,P01088,759,train
D01089,P01089,760,train
D01090,P01090,42,train
D01091,P01091,130,train
D01092,P01092,761,train
D01093,P01093,762,train
D01094,P01094,763,train
D01095,P01095,35,train
D01096,P01096,764,train
D01097,P01097,447,train
D01098,P01098,765,train
D01099,P01099,766,train
D01100,P01100,147,train
D01101,P01101,81,train
D01102,P01102,767,train
D01103,P01103,768,train
D01104,P01104,769,train
D01105,P01105,90,train
D01106,P01106,770,train
D01107,P01107,771,train
D01108,P01108,2,train
D01109,P01109,695,train
D01110,P01110,679,train
D01111,P01111,81,train
D01112,P01112,391,train
D01113,P01113,2,train
D01114,P01114,772,train
D01115,P01115,145,train
D01116,P01116,773,train
D01117,P01117,774,train
D01118,P01118,277,train
D01119,P01119,775,train
D01120,P01120,776,train
D01121,P01121,777,train
D01122,P01122,563,train
D01123,P01123,778,train
D01124,P01124,624,train
D01125,P01125,447,train
D01126,P01126,735,train
D01127,P01127,779,train
D01128,P01128,391,train
D01129,P01129,780,train
D01130,P01130,781,train
D01131,P01131,145,train
D01132,P01132,782,train
D01133,P01133,474,train
D01134,P01134,427,train
D01135,P01135,783,train
D01136,P01136,784,train
D01137,P01137,465,train
D01138,P01138,785,train
D01139,P01139,786,train
D01140,P01140,787,train
D01141,P01141,788,train
D01142,P01142,789,train
D01143,P01143,468,train
D01144,P01144,35,train
D01145,P01145,28,train
D01146,P01146,790,train
D01147,P01147,791,train
D01148,P01148,792,train
D01149,P01149,793,train
D01150,P01150,794,train
D01151,P01151,795,train
D01152,P01152,796,train
D01153,P01153,797,train
D01154,P01154,35,train
D01155,P01155,798,train
D01156,P01156,799,train
D01157,P01157,800,train
D01158,P01158,801,train
D01159,P01159,802,train
D01160,P01160,803,train
D01161,P01161,804,train
D01162,P01162,35,train
