drug_id,smiles
D00130,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1=O)CO)O)O
D00131,CC(C(=O)C1=CC=CC=C1)N
D00132,C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]
D00133,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@@H]2[C@H](O2)C(=O)NCC3=CC=CC=C3
D00134,C/C(=C\C=C\C=C(/C)\C=C\C=C(\C)/C=C/C(=O)OC)/C=C/C=C(\C)/C=C/C(=O)O
D00135,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
D00136,C(CC(=O)N)C(=O)N
D00137,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O
D00138,[H-].[Na+]
D00139,CCC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)N
D00140,C1=CC(=CC=C1/C=C/C(=O)O)O
D00141,C(CO)N(CCO)CCS(=O)(=O)O
D00142,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
D00143,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
D00144,CNS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(O2)/C=C\3/C(=O)N=C(S3)N
D00145,CSCC[C@@H](C(=O)O)NC=O
D00146,C(CC=O)CC=O
D00147,C[C@H]1CC[C@]2(C[C@@H]3C[C@H](O2)C/C=C(/C[C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)\C)O[C@@H]1C(C)C
D00148,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C(CN)N
D00149,C[N+](C)(C)C.OP(=O)(O)[O-]
D00150,[125Sb]
D00151,CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
D00152,C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O.Cl
D00153,CCCCCCCCCCCCCCCCO
D00154,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N
D00155,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl
D00156,CC(C)C[C@@](C)(C(=O)O)N
D00157,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
D00158,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F
D00159,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
D00160,C1[C@H]([C@H](C2=CC=CC=C21)NC(=O)[C@H](CC3=CC(=CC=C3)O)CC(=O)NO)O
D00161,CC(CCO)O
D00162,CC1=C(C(=O)C2=CC=CC=C2C1=O)CCCCCC(=O)O
D00163,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2
D00164,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
D00165,CCCCCCC#CC1=CC=CC=C1/C=C/C(=O)O
D00166,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
D00167,O[P+](=O)O[P+](=O)O
D00168,C=CCN(C1CCCCC1)C2=NC=NC3=C2N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O
D00169,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
D00170,C[C@@H](C(=O)O)N
D00171,CC[C@H](CO)NC1=NC2=C(C(=N1)NCC3=CC=C(C=C3)C4=CC=CC=N4)N=CN2C(C)C
D00172,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)OS(=O)(=O)O)C
D00173,CC(C)[C@@H](C(=O)OC)NC(=O)CNC(=O)[C@H](CS)NCC1=CC=C(C=C1)C2=CC=CC=C2
D00174,CC(C)[C@@H](C(=O)O)N
D00175,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C
D00176,[178W]
D00177,CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)OC1C(C(C(C(C1O)O)O)CO)O)OC
D00178,C(C(=O)[O-])F
D00179,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@]34CO4)O2)O)OC(=O)C)C)COC(=O)C
D00180,CCC1=CNC(=O)NC1=O
D00181,C1=CC=C2C(=C1)C=CC(=O)N2
D00182,CC(CC1=CC2=C(C=C1)OCO2)NC
D00183,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCC4CC4
D00184,[2H]N=O
D00185,CN1C2=C(C=N1)N=CN=C2NCCC3=CN=C(S3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F
D00186,CC(CCC(=O)O)C1CCC2C1(CCC3C2C[C@@H](C4C3(CC[C@H](C4)O)C)O)C
D00187,O[SiH3]
D00188,C(=O)(C(=O)O)C(=O)O
D00189,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
D00190,CC1=CC2=C(C=C1)SC(=N2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
D00191,C[N+](C)(C)CCO
D00192,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)NC(=O)[C@@H](C2=CC=CC=C2)N)C(=O)O)C
D00193,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=C(N=C3N)Cl
D00194,CC1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=NC(=C(S3)C(=O)N[C@@H](C)CO)C)C
D00195,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+]
D00196,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4
D00197,CC(C)(C(C)(C)O)O
D00198,C1=CC=C(C=C1)C2=C(C(=CC=C2)C3=CC4=CC(=C(C=C4N3)Cl)C(=[NH2+])N)O
D00199,C(CN)CO
D00200,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O
D00201,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
D00202,CC(C)[C@H](C(=O)NS(=O)(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O)N
D00203,CC1=CC=C(C=C1)C2=NN(C3=C2C(=NC=N3)N)C(C)(C)C
D00204,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
D00205,[17NH3]
D00206,[Be+2].[O-]S(=O)(=O)[O-]
D00207,C[C@@H](C1=CC=CC=C1)NC2=NC=CC(=N2)C3=C(N=C(N3C)C4CCNCC4)C5=CC(=CC=C5)C(F)(F)F
D00208,CCCCCCC=CCCCCCCCC(=O)O
D00209,[H-].[Al+3]
D00210,C[C@]12CCCC(=C)[C@@H]1C[C@@H](CC2)C(C)(C)O
D00211,C1=NC2=C(N1CC(CO)OCP(=O)(O)O)N=C(N=C2N)N
D00212,CC(=CCCC(C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O)C
D00213,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C
D00214,C[C@H](C(=O)O)[C@](CC(=O)O)(C(=O)O)O
D00215,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Ca+2].[Ca+2]
D00216,C1=NC2=C(C(=N1)N)N=CN2[C@H]3C([C@H]([C@H](O3)CO)O)O
D00217,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C
D00218,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC
D00219,C(CCO)CC(CCCCO)CCO
D00220,C1=CC(=CC(=C1)NC2=NOC3=C2C=CC(=C3C(=O)NC4=CN=CN=C4)Cl)C(F)(F)F
D00221,CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](OC2O[C@H]3C#C/C=C\C#C[C@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O
D00222,[Li+].[AlH4-]
D00223,CCSC(=N)N
D00224,F[Al]
D00225,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CC=C(C=C1)OC)C(=O)NC
D00226,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
D00227,C1C[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=NC2=O)N
D00228,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CN)N)N)N)O
D00229,C([C@@H](C(=O)O)N)SO
D00230,CCC(CC)N1C=CC2=C1C=CC3=C2C(=NC(=N3)N)N
D00231,O.O.O.O.[V]
D00232,C[C@@H](CC(C)(C)O)O
D00233,C1C=NC2=C1C(=O)N=C(N2)N
D00234,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O
D00235,CCCCCCCCCCCCCCCC(=O)O
D00236,[3He]
D00237,C=CC(=O)N
D00238,[68Ge]
D00239,CC(C(=O)O)NC(=O)CN
D00240,C(CCCO)CCO
D00241,C#CC(CCC(=O)O)N
D00242,C1[C@@H]([C@H](CSS1)O)O
D00243,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
D00244,CC(C)C1=CC(=C(C)C)CCC1O
D00245,C(=O)Cl
D00246,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
D00247,C1=C(C=C2C(=C1Cl)C(=C(N2)C(=O)O)CCC(=O)O)Cl
D00248,S.[As]
D00249,C[C@]12CC[C@@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)O
D00250,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CC/C=C\CCC(=O)OC)O)O
D00251,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
