drug_id,protein_id,interaction,split
D00126,P00125,0,test
D00127,P00126,0,test
D00128,P00001,1,test
D00129,P00027,1,test
D00130,P00127,0,test
D00131,P00128,0,test
D00132,P00129,1,test
D00107,P00130,1,test
D00133,P00131,1,test
D00134,P00132,0,test
D00135,P00015,1,test
D00136,P00133,0,test
D00042,P00134,1,test
D00013,P00135,1,test
D00137,P00136,0,test
D00138,P00137,0,test
D00139,P00138,0,test
D00140,P00000,1,test
D00141,P00139,0,test
D00010,P00140,1,test
D00142,P00001,1,test
D00143,P00141,0,test
D00144,P00142,1,test
D00145,P00143,1,test
D00146,P00144,1,test
D00147,P00091,0,test
D00148,P00145,0,test
D00006,P00146,1,test
D00128,P00001,1,test
D00065,P00147,1,test
D00149,P00137,0,test
D00013,P00148,1,test
D00150,P00149,0,test
D00151,P00150,0,test
D00152,P00151,0,test
D00153,P00152,0,test
D00154,P00153,1,test
D00155,P00154,1,test
D00156,P00155,0,test
D00157,P00015,1,test
D00158,P00015,1,test
D00082,P00156,0,test
D00159,P00015,1,test
D00160,P00157,1,test
D00027,P00015,1,test
D00161,P00158,0,test
D00162,P00159,1,test
D00013,P00160,1,test
D00163,P00161,1,test
D00164,P00162,0,test
D00165,P00163,1,test
D00166,P00164,0,test
D00167,P00165,0,test
D00168,P00100,0,test
D00013,P00147,1,test
D00169,P00015,1,test
D00170,P00012,1,test
D00171,P00142,1,test
D00064,P00166,0,test
D00172,P00167,0,test
D00173,P00074,1,test
D00174,P00012,1,test
D00057,P00168,0,test
D00175,P00169,0,test
D00001,P00170,1,test
D00176,P00171,0,test
D00041,P00015,1,test
D00177,P00172,0,test
D00178,P00173,0,test
D00179,P00174,0,test
D00013,P00107,1,test
D00180,P00175,0,test
D00181,P00154,1,test
D00182,P00015,1,test
D00183,P00176,1,test
D00184,P00177,0,test
D00185,P00001,1,test
D00186,P00178,0,test
D00187,P00064,0,test
D00188,P00179,1,test
D00189,P00015,1,test
D00190,P00180,1,test
D00191,P00065,1,test
D00192,P00181,0,test
D00193,P00064,1,test
D00194,P00182,1,test
D00195,P00183,0,test
D00196,P00060,1,test
D00197,P00184,0,test
D00198,P00033,1,test
D00199,P00185,0,test
D00200,P00088,0,test
D00010,P00186,1,test
D00201,P00015,1,test
D00202,P00187,0,test
D00203,P00188,1,test
D00204,P00000,1,test
D00205,P00189,0,test
D00013,P00190,1,test
D00110,P00191,0,test
D00206,P00192,0,test
D00207,P00001,1,test
D00208,P00193,0,test
D00209,P00194,0,test
D00007,P00195,0,test
D00210,P00196,0,test
D00211,P00121,0,test
D00212,P00197,0,test
D00213,P00015,1,test
D00214,P00198,0,test
D00215,P00199,0,test
D00010,P00140,1,test
D00216,P00200,0,test
D00217,P00015,1,test
D00218,P00015,1,test
D00219,P00087,1,test
D00220,P00129,1,test
D00009,P00201,1,test
D00221,P00202,0,test
D00222,P00146,0,test
D00223,P00053,1,test
D00224,P00203,0,test
D00065,P00204,1,test
D00225,P00074,1,test
D00226,P00205,0,test
D00227,P00206,1,test
D00228,P00207,0,test
D00229,P00208,1,test
D00230,P00209,1,test
D00231,P00210,0,test
D00232,P00211,1,test
D00233,P00212,1,test
D00234,P00179,1,test
D00235,P00213,1,test
D00236,P00214,0,test
D00237,P00215,0,test
D00238,P00216,0,test
D00239,P00127,0,test
D00240,P00217,1,test
D00241,P00218,0,test
D00242,P00092,1,test
D00243,P00015,1,test
D00244,P00219,0,test
D00245,P00220,0,test
D00246,P00221,0,test
D00247,P00222,1,test
D00248,P00223,0,test
D00249,P00073,0,test
D00250,P00224,0,test
D00013,P00225,1,test
D00251,P00015,1,test
D00252,P00226,0,test
D00010,P00227,1,test
D00253,P00228,0,test
D00010,P00041,1,test
D00254,P00049,1,test
D00255,P00015,1,test
D00256,P00229,0,test
D00009,P00230,1,test
D00257,P00001,1,test
D00258,P00015,0,test
D00259,P00154,1,test
D00260,P00231,0,test
D00261,P00232,0,test
D00080,P00233,0,test
D00262,P00234,0,test
D00263,P00235,0,test
D00264,P00236,1,test
D00265,P00001,1,test
D00266,P00237,1,test
D00267,P00238,0,test
D00268,P00239,0,test
D00232,P00240,1,test
D00269,P00241,0,test
D00270,P00242,0,test
D00271,P00001,1,test
D00254,P00243,1,test
D00272,P00244,0,test
D00273,P00245,0,test
D00010,P00246,1,test
D00019,P00247,0,test
D00274,P00248,0,test
D00275,P00249,0,test
D00276,P00250,0,test
D00277,P00251,0,test
D00278,P00252,0,test
D00098,P00253,1,test
D00279,P00254,0,test
D00128,P00001,1,test
D00280,P00255,0,test
D00167,P00256,0,test
D00281,P00253,1,test
D00282,P00015,1,test
D00283,P00257,0,test
D00284,P00258,1,test
D00009,P00041,1,test
D00285,P00259,0,test
D00286,P00260,0,test
D00287,P00261,1,test
D00288,P00262,0,test
D00289,P00154,1,test
D00290,P00015,1,test
D00010,P00263,1,test
D00291,P00012,1,test
D00292,P00264,1,test
D00293,P00015,1,test
D00294,P00265,0,test
D00295,P00266,0,test
D00296,P00267,0,test
D00297,P00259,0,test
D00298,P00166,0,test
D00299,P00146,0,test
D00300,P00268,0,test
D00301,P00269,0,test
D00009,P00270,1,test
D00302,P00271,0,test
D00303,P00107,1,test
D00304,P00272,0,test
D00305,P00050,1,test
D00306,P00273,0,test
D00307,P00274,0,test
D00308,P00275,0,test
D00309,P00247,0,test
D00310,P00276,0,test
D00311,P00277,0,test
D00312,P00278,1,test
D00313,P00279,1,test
D00314,P00280,0,test
D00315,P00281,0,test
D00065,P00282,1,test
D00316,P00283,0,test
D00317,P00065,1,test
D00318,P00284,0,test
D00013,P00285,1,test
D00319,P00109,0,test
D00203,P00060,1,test
D00320,P00001,1,test
D00321,P00060,1,test
D00052,P00015,1,test
D00322,P00276,0,test
D00323,P00286,1,test
D00324,P00287,0,test
D00325,P00288,0,test
D00104,P00023,0,test
D00326,P00289,0,test
D00009,P00290,1,test
D00235,P00291,1,test
D00327,P00292,0,test
D00328,P00292,0,test
D00287,P00060,1,test
D00329,P00293,0,test
D00330,P00294,0,test
D00010,P00295,1,test
D00331,P00296,0,test
D00332,P00297,0,test
D00333,P00298,0,test
D00334,P00299,1,test
D00107,P00300,1,test
D00333,P00136,0,test
D00335,P00301,0,test
D00336,P00302,0,test
D00337,P00303,1,test
D00338,P00304,0,test
D00113,P00163,1,test
D00339,P00015,1,test
D00340,P00000,1,test
D00341,P00305,1,test
D00342,P00306,1,test
D00343,P00237,1,test
D00344,P00267,0,test
D00009,P00307,1,test
D00222,P00308,0,test
D00345,P00309,1,test
D00013,P00310,1,test
D00346,P00311,1,test
D00347,P00142,1,test
D00348,P00312,0,test
D00349,P00313,0,test
D00350,P00314,0,test
D00047,P00315,0,test
D00351,P00316,0,test
D00333,P00317,0,test
D00352,P00318,1,test
D00241,P00319,0,test
D00009,P00320,1,test
D00353,P00321,0,test
D00296,P00322,0,test
D00354,P00182,0,test
D00013,P00179,1,test
D00355,P00323,1,test
D00328,P00324,0,test
D00013,P00325,1,test
D00356,P00326,1,test
D00142,P00001,1,test
D00341,P00001,1,test
D00357,P00327,1,test
D00358,P00328,1,test
D00359,P00329,0,test
D00156,P00206,0,test
D00360,P00001,1,test
D00361,P00330,0,test
D00057,P00246,0,test
D00362,P00331,0,test
D00363,P00332,0,test
D00364,P00154,1,test
D00365,P00154,1,test
D00366,P00333,0,test
D00367,P00001,1,test
D00368,P00154,1,test
D00369,P00334,0,test
D00370,P00335,0,test
D00371,P00336,1,test
D00372,P00337,0,test
D00075,P00001,1,test
D00092,P00298,0,test
D00373,P00060,1,test
D00374,P00338,0,test
D00375,P00339,0,test
D00376,P00340,0,test
D00377,P00029,1,test
D00009,P00341,1,test
D00378,P00045,0,test
D00145,P00342,1,test
D00379,P00343,0,test
D00380,P00344,0,test
D00308,P00345,0,test
D00334,P00270,1,test
D00381,P00096,1,test
D00158,P00015,1,test
D00287,P00188,1,test
D00382,P00346,0,test
D00010,P00286,1,test
D00383,P00347,0,test
D00384,P00087,0,test
D00385,P00348,1,test
D00386,P00349,1,test
D00387,P00350,0,test
D00388,P00351,0,test
D00389,P00352,1,test
D00390,P00262,0,test
D00010,P00353,1,test
D00391,P00354,1,test
D00217,P00015,1,test
D00392,P00355,0,test
D00161,P00356,0,test
D00010,P00357,1,test
D00393,P00028,1,test
D00394,P00358,0,test
D00010,P00359,1,test
D00010,P00237,1,test
D00395,P00360,0,test
D00396,P00361,0,test
D00397,P00362,0,test
D00398,P00363,0,test
D00399,P00364,1,test
D00400,P00015,1,test
D00323,P00365,1,test
D00401,P00093,0,test
D00254,P00366,1,test
D00402,P00367,0,test
D00403,P00001,1,test
D00404,P00006,1,test
D00151,P00368,0,test
D00405,P00110,0,test
D00406,P00214,0,test
D00407,P00369,0,test
D00408,P00370,0,test
D00409,P00291,1,test
D00410,P00169,0,test
D00132,P00001,1,test
D00411,P00371,1,test
D00412,P00372,1,test
D00413,P00373,0,test
D00414,P00374,0,test
D00102,P00375,1,test
D00351,P00376,0,test
D00013,P00377,1,test
D00415,P00378,0,test
D00029,P00379,1,test
D00416,P00146,0,test
D00006,P00380,1,test
D00417,P00381,1,test
D00418,P00382,0,test
D00419,P00383,0,test
D00420,P00156,1,test
D00421,P00384,0,test
D00422,P00385,0,test
D00423,P00328,0,test
D00424,P00032,0,test
D00425,P00386,0,test
D00426,P00387,0,test
D00427,P00012,1,test
D00287,P00001,1,test
D00428,P00388,0,test
D00429,P00154,1,test
D00430,P00294,0,test
D00310,P00389,0,test
D00196,P00390,1,test
D00419,P00391,0,test
D00431,P00326,1,test
D00175,P00392,0,test
D00013,P00204,1,test
D00432,P00393,0,test
D00433,P00394,0,test
D00013,P00395,1,test
D00434,P00396,0,test
D00061,P00001,1,test
D00365,P00154,1,test
D00435,P00397,1,test
D00436,P00001,1,test
D00437,P00398,0,test
D00078,P00074,1,test
D00082,P00399,0,test
D00438,P00046,1,test
D00439,P00400,1,test
D00440,P00401,0,test
D00441,P00402,0,test
D00013,P00403,1,test
D00442,P00404,0,test
D00443,P00028,1,test
D00367,P00325,1,test
D00444,P00405,0,test
D00445,P00326,1,test
D00446,P00406,1,test
D00447,P00015,1,test
D00448,P00188,1,test
D00449,P00407,0,test
D00065,P00408,1,test
D00074,P00050,1,test
D00148,P00409,0,test
D00161,P00410,0,test
D00029,P00129,1,test
D00450,P00411,0,test
D00392,P00412,0,test
D00451,P00126,0,test
D00013,P00413,1,test
D00452,P00414,0,test
D00453,P00015,1,test
D00241,P00168,0,test
D00454,P00415,0,test
D00455,P00075,1,test
D00456,P00074,1,test
D00457,P00416,0,test
D00458,P00417,1,test
D00459,P00418,0,test
D00460,P00171,0,test
D00461,P00419,1,test
D00023,P00420,0,test
D00462,P00253,1,test
D00463,P00039,1,test
D00464,P00044,0,test
D00141,P00421,0,test
D00465,P00422,0,test
D00009,P00153,1,test
D00466,P00306,0,test
D00467,P00423,0,test
D00468,P00424,0,test
D00469,P00001,1,test
D00470,P00135,1,test
D00373,P00001,1,test
D00010,P00425,1,test
D00326,P00426,0,test
D00471,P00097,1,test
D00472,P00156,1,test
D00010,P00001,1,test
D00473,P00427,0,test
D00474,P00428,1,test
D00158,P00015,1,test
D00475,P00429,1,test
D00476,P00001,1,test
D00224,P00430,0,test
D00477,P00001,1,test
D00010,P00243,1,test
D00478,P00431,1,test
D00479,P00432,0,test
D00480,P00131,0,test
D00481,P00433,0,test
D00009,P00434,1,test
D00010,P00306,1,test
D00482,P00001,1,test
D00483,P00435,0,test
D00107,P00436,1,test
D00484,P00154,1,test
D00485,P00015,1,test
D00082,P00392,0,test
D00486,P00437,0,test
D00487,P00438,0,test
D00488,P00439,0,test
D00489,P00015,1,test
D00490,P00117,1,test
D00491,P00440,1,test
D00492,P00001,1,test
D00013,P00441,1,test
D00411,P00442,1,test
D00493,P00443,0,test
D00352,P00049,1,test
D00494,P00444,0,test
D00495,P00232,0,test
D00496,P00445,0,test
D00497,P00446,1,test
D00345,P00309,1,test
D00498,P00447,0,test
D00499,P00448,0,test
D00500,P00449,0,test
D00436,P00450,1,test
D00232,P00066,1,test
D00501,P00012,1,test
D00010,P00451,1,test
D00502,P00000,1,test
D00503,P00452,0,test
D00504,P00453,1,test
D00075,P00454,1,test
D00159,P00015,1,test
D00505,P00455,1,test
D00506,P00456,0,test
D00507,P00457,0,test
D00508,P00319,0,test
D00509,P00311,1,test
D00510,P00458,0,test
D00010,P00459,1,test
D00511,P00460,1,test
D00512,P00461,0,test
D00513,P00460,1,test
D00514,P00049,0,test
D00515,P00314,0,test
D00516,P00313,0,test
D00517,P00001,1,test
D00518,P00001,1,test
D00519,P00462,0,test
D00520,P00463,0,test
D00009,P00464,1,test
D00000,P00000,0,train
D00001,P00001,0,train
D00002,P00002,1,train
D00003,P00003,0,train
D00004,P00004,0,train
D00005,P00005,0,train
D00006,P00006,1,train
D00007,P00007,0,train
D00008,P00008,0,train
D00009,P00009,0,train
D00002,P00010,1,train
D00010,P00011,1,train
D00011,P00012,0,train
D00012,P00010,1,train
D00013,P00013,0,train
D00014,P00014,0,train
D00015,P00015,1,train
D00016,P00016,1,train
D00017,P00017,0,train
D00018,P00018,0,train
D00019,P00019,0,train
D00020,P00020,0,train
D00021,P00021,0,train
D00022,P00022,0,train
D00023,P00023,0,train
D00024,P00024,0,train
D00025,P00025,1,train
D00026,P00026,1,train
D00027,P00027,0,train
D00028,P00028,1,train
D00029,P00026,1,train
D00030,P00029,0,train
D00031,P00030,0,train
D00032,P00031,0,train
D00033,P00032,0,train
D00034,P00033,0,train
D00035,P00034,1,train
D00036,P00035,0,train
D00025,P00036,1,train
D00037,P00037,0,train
D00038,P00038,1,train
D00002,P00039,1,train
D00039,P00039,1,train
D00040,P00040,0,train
D00041,P00041,1,train
D00042,P00042,1,train
D00043,P00043,0,train
D00044,P00044,0,train
D00045,P00045,0,train
D00046,P00046,0,train
D00047,P00047,0,train
D00048,P00048,0,train
D00049,P00049,0,train
D00050,P00050,0,train
D00051,P00051,1,train
D00052,P00052,1,train
D00005,P00053,0,train
D00053,P00054,1,train
D00054,P00055,0,train
D00055,P00015,1,train
D00056,P00015,1,train
D00057,P00056,0,train
D00058,P00015,1,train
D00059,P00057,1,train
D00042,P00058,1,train
D00028,P00059,1,train
D00060,P00060,0,train
D00061,P00061,0,train
D00062,P00062,0,train
D00019,P00063,0,train
D00063,P00010,1,train
D00064,P00064,1,train
D00042,P00065,1,train
D00065,P00066,0,train
D00066,P00015,1,train
D00067,P00067,1,train
D00068,P00068,1,train
D00069,P00042,1,train
D00070,P00069,1,train
D00071,P00070,0,train
D00072,P00071,0,train
D00073,P00015,1,train
D00074,P00072,0,train
D00075,P00015,1,train
D00076,P00073,0,train
D00077,P00016,1,train
D00078,P00074,0,train
D00079,P00042,1,train
D00080,P00075,1,train
D00081,P00076,1,train
D00081,P00077,1,train
D00082,P00078,0,train
D00083,P00015,1,train
D00084,P00079,0,train
D00085,P00080,0,train
D00081,P00081,1,train
D00086,P00010,1,train
D00035,P00026,1,train
D00087,P00042,1,train
D00088,P00082,0,train
D00089,P00029,0,train
D00090,P00083,0,train
D00091,P00084,0,train
D00092,P00085,0,train
D00093,P00042,1,train
D00094,P00086,0,train
D00095,P00087,0,train
D00096,P00088,1,train
D00042,P00042,1,train
D00097,P00016,1,train
D00098,P00089,0,train
D00099,P00090,0,train
D00100,P00038,1,train
D00101,P00091,0,train
D00102,P00092,1,train
D00103,P00093,0,train
D00104,P00094,1,train
D00105,P00095,0,train
D00106,P00042,1,train
D00076,P00096,0,train
D00093,P00097,1,train
D00107,P00042,1,train
D00108,P00098,1,train
D00109,P00042,1,train
D00110,P00039,1,train
D00002,P00099,1,train
D00111,P00100,0,train
D00035,P00101,1,train
D00112,P00102,0,train
D00113,P00103,0,train
D00114,P00104,1,train
D00115,P00105,0,train
D00116,P00106,0,train
D00002,P00107,1,train
D00117,P00108,0,train
D00118,P00042,1,train
D00119,P00054,1,train
D00120,P00109,0,train
D00121,P00110,0,train
D00122,P00111,0,train
D00035,P00112,1,train
D00123,P00026,1,train
D00124,P00113,1,train
D00125,P00015,1,train
D00126,P00114,0,train
D00127,P00115,0,train
D00128,P00116,0,train
D00129,P00067,1,train
D00130,P00117,1,train
D00131,P00042,1,train
D00132,P00118,0,train
D00133,P00119,0,train
D00134,P00120,0,train
D00135,P00121,1,train
D00136,P00122,0,train
D00081,P00123,1,train
D00035,P00124,1,train
D00002,P00125,1,train
D00137,P00042,1,train
D00138,P00015,1,train
D00016,P00126,1,train
D00139,P00127,0,train
D00140,P00128,1,train
D00141,P00129,1,train
D00142,P00130,0,train
D00143,P00015,1,train
D00144,P00131,0,train
D00145,P00132,1,train
D00146,P00133,0,train
D00147,P00134,0,train
D00148,P00135,0,train
D00035,P00136,1,train
D00149,P00137,0,train
D00150,P00138,0,train
D00151,P00139,0,train
D00152,P00140,0,train
D00153,P00141,0,train
D00154,P00142,0,train
D00155,P00143,0,train
D00156,P00056,0,train
D00157,P00144,0,train
D00158,P00145,0,train
D00159,P00042,1,train
D00160,P00146,0,train
D00161,P00147,0,train
D00162,P00042,1,train
D00025,P00148,1,train
D00163,P00026,1,train
D00164,P00098,1,train
D00165,P00015,1,train
D00166,P00011,0,train
D00167,P00015,1,train
D00168,P00149,0,train
D00169,P00058,1,train
D00170,P00150,0,train
D00171,P00151,1,train
D00081,P00152,1,train
D00172,P00153,1,train
D00062,P00154,0,train
D00107,P00042,1,train
D00173,P00155,1,train
D00174,P00113,0,train
D00114,P00156,1,train
D00175,P00069,1,train
D00176,P00042,1,train
D00177,P00157,0,train
D00178,P00042,1,train
D00179,P00015,1,train
D00180,P00158,1,train
D00181,P00159,0,train
D00182,P00160,1,train
D00002,P00161,1,train
D00183,P00015,1,train
D00184,P00162,0,train
D00172,P00163,1,train
D00185,P00164,0,train
D00186,P00165,0,train
D00187,P00166,1,train
D00188,P00026,1,train
D00189,P00167,1,train
D00190,P00168,0,train
D00191,P00169,1,train
D00192,P00170,1,train
D00193,P00010,1,train
D00194,P00105,1,train
D00195,P00171,1,train
D00196,P00172,0,train
D00197,P00054,0,train
D00198,P00173,0,train
D00199,P00015,1,train
D00081,P00174,1,train
D00200,P00175,0,train
D00201,P00176,0,train
D00117,P00177,0,train
D00202,P00178,0,train
D00203,P00179,1,train
D00204,P00180,1,train
D00205,P00181,0,train
D00206,P00182,1,train
D00207,P00183,0,train
D00208,P00184,0,train
D00107,P00185,1,train
D00209,P00186,0,train
D00210,P00187,0,train
D00211,P00188,0,train
D00212,P00189,1,train
D00213,P00190,0,train
D00214,P00191,0,train
D00215,P00061,0,train
D00216,P00192,0,train
D00217,P00193,0,train
D00218,P00069,1,train
D00002,P00194,1,train
D00066,P00015,1,train
D00019,P00111,0,train
D00002,P00195,1,train
D00219,P00196,1,train
D00220,P00052,1,train
D00066,P00015,1,train
D00221,P00197,0,train
D00222,P00026,1,train
D00223,P00090,0,train
D00107,P00198,1,train
D00224,P00199,1,train
D00113,P00200,0,train
D00225,P00201,0,train
D00129,P00202,1,train
D00226,P00084,1,train
D00227,P00203,1,train
D00081,P00204,1,train
D00228,P00205,1,train
D00229,P00091,0,train
D00230,P00206,0,train
D00035,P00207,1,train
D00231,P00208,0,train
D00232,P00209,0,train
D00233,P00210,1,train
D00234,P00211,0,train
D00062,P00212,0,train
D00235,P00213,1,train
D00156,P00214,0,train
D00236,P00215,0,train
D00237,P00216,0,train
D00238,P00189,1,train
D00239,P00217,0,train
D00240,P00117,0,train
D00241,P00218,0,train
D00242,P00219,1,train
D00243,P00220,1,train
D00244,P00193,0,train
D00245,P00221,1,train
D00246,P00222,1,train
D00247,P00223,1,train
D00019,P00027,0,train
D00248,P00051,1,train
D00136,P00224,0,train
D00129,P00225,1,train
D00035,P00226,1,train
D00249,P00026,1,train
D00172,P00227,1,train
D00250,P00228,0,train
D00107,P00042,1,train
D00251,P00229,0,train
D00252,P00230,0,train
D00253,P00231,0,train
D00254,P00232,1,train
D00255,P00015,1,train
D00256,P00233,0,train
D00257,P00234,1,train
D00042,P00235,1,train
D00258,P00236,0,train
D00259,P00023,0,train
D00260,P00140,0,train
D00261,P00237,1,train
D00262,P00238,0,train
D00263,P00239,1,train
D00055,P00015,1,train
D00264,P00215,0,train
D00265,P00240,1,train
D00266,P00137,0,train
D00267,P00241,0,train
D00268,P00242,0,train
D00269,P00243,0,train
D00270,P00052,1,train
D00271,P00244,1,train
D00272,P00245,0,train
D00273,P00177,0,train
D00274,P00237,1,train
D00098,P00246,0,train
D00275,P00247,0,train
D00276,P00248,1,train
D00277,P00249,0,train
D00278,P00042,1,train
D00279,P00015,1,train
D00280,P00250,1,train
D00281,P00015,1,train
D00282,P00026,1,train
D00283,P00251,0,train
D00284,P00252,1,train
D00285,P00253,0,train
D00286,P00254,0,train
D00130,P00255,1,train
D00287,P00256,0,train
D00288,P00257,0,train
D00218,P00015,1,train
D00289,P00258,0,train
D00290,P00259,0,train
D00093,P00260,1,train
D00291,P00251,0,train
D00145,P00261,1,train
D00292,P00262,0,train
D00293,P00021,0,train
D00294,P00142,1,train
D00295,P00026,1,train
D00296,P00042,1,train
D00297,P00263,0,train
D00298,P00264,1,train
D00081,P00265,1,train
D00299,P00266,1,train
D00300,P00267,0,train
D00301,P00268,0,train
D00302,P00269,0,train
D00303,P00270,0,train
D00002,P00271,1,train
D00304,P00272,0,train
D00305,P00273,0,train
D00306,P00026,1,train
D00081,P00274,1,train
D00171,P00275,1,train
D00307,P00276,1,train
D00019,P00277,0,train
D00308,P00042,1,train
D00309,P00039,1,train
D00310,P00278,0,train
D00311,P00027,0,train
D00312,P00279,0,train
D00093,P00065,1,train
D00313,P00280,0,train
D00145,P00281,1,train
D00314,P00015,1,train
D00315,P00282,1,train
D00316,P00283,1,train
D00317,P00284,0,train
D00318,P00285,0,train
D00014,P00286,0,train
D00319,P00287,1,train
D00006,P00042,1,train
D00320,P00288,0,train
D00321,P00289,0,train
D00322,P00290,0,train
D00323,P00174,1,train
D00324,P00160,1,train
D00035,P00239,1,train
D00019,P00291,0,train
D00325,P00292,0,train
D00326,P00293,0,train
D00327,P00193,0,train
D00328,P00294,1,train
D00329,P00015,1,train
D00330,P00015,1,train
D00331,P00295,0,train
D00332,P00073,0,train
D00333,P00296,0,train
D00035,P00084,1,train
D00334,P00222,1,train
D00335,P00297,0,train
D00336,P00298,0,train
D00337,P00299,0,train
D00338,P00300,0,train
D00111,P00301,0,train
D00117,P00302,0,train
D00339,P00303,0,train
D00340,P00304,0,train
D00095,P00305,0,train
D00341,P00306,1,train
D00002,P00307,1,train
D00342,P00298,0,train
D00343,P00308,0,train
D00344,P00309,1,train
D00083,P00015,1,train
D00345,P00219,1,train
D00123,P00026,1,train
D00346,P00310,0,train
D00347,P00311,0,train
D00348,P00148,0,train
D00349,P00015,1,train
D00350,P00015,1,train
D00258,P00131,0,train
D00183,P00266,1,train
D00351,P00015,1,train
D00352,P00312,1,train
D00353,P00313,1,train
D00170,P00314,0,train
D00354,P00315,0,train
D00111,P00316,0,train
D00129,P00317,1,train
D00355,P00318,0,train
D00356,P00319,0,train
D00357,P00182,0,train
D00358,P00320,0,train
D00042,P00321,1,train
D00035,P00322,1,train
D00359,P00323,0,train
D00360,P00324,0,train
D00361,P00325,0,train
D00362,P00326,0,train
D00363,P00327,0,train
D00364,P00328,0,train
D00339,P00329,0,train
D00106,P00330,1,train
D00344,P00010,1,train
D00035,P00331,1,train
D00330,P00015,1,train
D00180,P00015,1,train
D00365,P00332,0,train
D00099,P00162,0,train
D00366,P00287,1,train
D00367,P00333,1,train
D00368,P00334,0,train
D00081,P00335,1,train
D00369,P00336,0,train
D00370,P00337,0,train
D00371,P00338,0,train
D00372,P00202,0,train
D00373,P00339,1,train
D00374,P00039,1,train
D00375,P00340,0,train
D00376,P00341,1,train
D00377,P00342,1,train
D00378,P00343,0,train
D00379,P00344,0,train
D00380,P00042,1,train
D00381,P00015,1,train
D00382,P00015,1,train
D00383,P00345,0,train
D00384,P00346,0,train
D00385,P00347,1,train
D00386,P00348,0,train
D00387,P00349,0,train
D00342,P00350,0,train
D00136,P00055,0,train
D00388,P00351,0,train
D00158,P00352,0,train
D00389,P00353,0,train
D00390,P00015,1,train
D00391,P00090,1,train
D00392,P00354,0,train
D00002,P00355,1,train
D00393,P00038,1,train
D00394,P00042,1,train
D00395,P00015,1,train
