drug_id,protein_id,interaction,split
D00110,P00044,1,train
D00111,P00081,0,train
D00112,P00035,0,train
D00113,P00088,1,train
D00114,P00089,0,train
D00115,P00090,0,train
D00116,P00091,1,train
D00117,P00092,0,train
D00118,P00093,1,train
D00119,P00094,0,train
D00120,P00095,1,train
D00121,P00096,0,train
D00122,P00012,0,train
D00123,P00068,0,train
D00124,P00097,0,train
D00125,P00098,0,train
D00126,P00099,0,train
D00127,P00100,0,train
D00128,P00101,1,train
D00129,P00102,0,train
D00130,P00103,0,train
D00131,P00104,0,train
D00132,P00105,0,train
D00133,P00106,0,train
D00134,P00072,0,train
D00135,P00107,0,train
D00136,P00065,1,train
D00137,P00039,0,train
D00138,P00108,1,train
D00139,P00109,1,train
D00140,P00110,0,train
D00141,P00111,1,train
D00142,P00065,1,train
D00143,P00002,0,train
D00144,P00112,1,train
D00145,P00113,1,train
D00146,P00001,0,train
D00147,P00094,0,train
D00148,P00013,0,train
D00149,P00114,1,train
D00150,P00115,0,train
D00151,P00116,0,train
D00152,P00020,0,train
D00153,P00117,0,train
D00154,P00118,1,train
D00155,P00119,0,train
D00156,P00002,0,train
D00157,P00120,0,train
D00158,P00088,0,train
D00159,P00121,1,train
D00160,P00122,0,train
D00161,P00041,1,train
D00162,P00044,0,train
D00163,P00111,0,train
D00164,P00123,0,train
D00165,P00124,0,train
D00166,P00125,1,train
D00167,P00035,0,train
D00168,P00001,0,train
D00169,P00040,0,train
D00170,P00126,1,train
D00171,P00072,0,train
D00172,P00127,1,train
D00173,P00128,0,train
D00174,P00097,0,train
D00175,P00115,0,train
D00176,P00129,0,train
D00177,P00121,1,train
D00178,P00097,0,train
D00179,P00020,0,train
D00180,P00130,1,train
D00181,P00131,0,train
D00182,P00132,1,train
D00183,P00133,1,train
D00184,P00134,0,train
D00185,P00135,0,train
D00186,P00136,1,train
D00187,P00072,0,train
D00188,P00137,1,train
D00189,P00138,0,train
D00190,P00139,0,train
D00191,P00140,0,train
D00192,P00139,0,train
D00193,P00141,1,train
D00194,P00033,0,train
D00195,P00142,0,train
D00196,P00143,0,train
D00197,P00065,1,train
D00198,P00052,1,train
D00199,P00066,1,train
D00200,P00144,1,train
D00201,P00145,0,train
D00202,P00012,0,train
D00203,P00146,0,train
D00182,P00147,1,train
D00204,P00148,1,train
D00205,P00012,0,train
D00206,P00094,0,train
D00207,P00072,0,train
D00208,P00002,0,train
D00209,P00149,0,train
D00210,P00125,1,train
D00211,P00150,0,train
D00212,P00151,1,train
D00213,P00152,0,train
D00214,P00153,0,train
D00215,P00154,0,train
D00216,P00155,1,train
D00217,P00156,0,train
D00218,P00023,1,train
D00219,P00044,0,train
D00220,P00022,1,train
D00221,P00157,1,train
D00222,P00024,0,train
D00031,P00158,0,train
D00223,P00159,0,train
D00224,P00069,1,train
D00225,P00160,0,train
D00226,P00161,0,train
D00227,P00066,1,train
D00228,P00162,0,train
D00229,P00026,0,train
D00230,P00163,0,train
D00231,P00023,1,train
D00232,P00164,0,train
D00233,P00165,0,train
D00234,P00166,0,train
D00235,P00167,1,train
D00236,P00168,1,train
D00237,P00169,1,train
D00238,P00170,0,train
D00239,P00171,0,train
D00240,P00026,0,train
D00241,P00096,0,train
D00242,P00070,0,train
D00182,P00172,1,train
D00243,P00103,0,train
D00244,P00173,0,train
D00245,P00174,0,train
D00246,P00175,0,train
D00247,P00176,0,train
D00248,P00177,0,train
D00249,P00178,0,train
D00250,P00179,1,train
D00251,P00041,0,train
D00252,P00024,0,train
D00253,P00166,0,train
D00254,P00167,0,train
D00255,P00180,0,train
D00256,P00072,0,train
D00257,P00181,1,train
D00258,P00097,0,train
D00259,P00007,1,train
D00260,P00115,0,train
D00261,P00182,1,train
D00262,P00183,1,train
D00263,P00184,0,train
D00264,P00185,0,train
D00265,P00147,1,train
D00266,P00186,1,train
D00267,P00066,1,train
D00268,P00024,1,train
D00269,P00187,0,train
D00270,P00188,0,train
D00271,P00002,0,train
D00272,P00189,0,train
D00273,P00190,0,train
D00274,P00191,0,train
D00275,P00192,0,train
D00276,P00038,1,train
D00277,P00193,0,train
D00278,P00194,1,train
D00279,P00170,0,train
D00280,P00195,1,train
D00281,P00196,0,train
D00282,P00002,0,train
D00283,P00044,0,train
D00284,P00197,0,train
D00285,P00198,0,train
D00286,P00199,0,train
D00287,P00200,0,train
D00288,P00044,0,train
D00289,P00201,0,train
D00182,P00055,1,train
D00290,P00202,0,train
D00291,P00203,1,train
D00292,P00204,0,train
D00293,P00055,0,train
D00294,P00123,1,train
D00295,P00205,0,train
D00296,P00199,0,train
D00297,P00206,0,train
D00298,P00148,1,train
D00299,P00002,0,train
D00300,P00203,1,train
D00301,P00207,0,train
D00302,P00203,0,train
D00303,P00208,1,train
D00304,P00180,0,train
D00305,P00194,0,train
D00306,P00013,0,train
D00307,P00209,0,train
D00308,P00002,1,train
D00309,P00210,0,train
D00310,P00211,1,train
D00311,P00033,1,train
D00312,P00212,0,train
D00313,P00213,1,train
D00314,P00187,0,train
D00177,P00214,0,train
D00315,P00215,1,train
D00316,P00216,0,train
D00317,P00131,0,train
D00318,P00026,0,train
D00319,P00070,0,train
D00320,P00217,0,train
D00321,P00218,1,train
D00322,P00002,1,train
D00323,P00072,0,train
D00324,P00010,1,train
D00325,P00097,0,train
D00326,P00219,0,train
D00327,P00013,0,train
D00328,P00220,1,train
D00182,P00221,1,train
D00329,P00055,0,train
D00330,P00013,0,train
D00331,P00001,0,train
D00332,P00128,0,train
D00333,P00222,1,train
D00334,P00223,0,train
D00335,P00224,1,train
D00336,P00225,1,train
D00337,P00226,0,train
D00338,P00115,0,train
D00339,P00227,0,train
D00340,P00199,0,train
D00341,P00051,1,train
D00342,P00228,0,train
D00343,P00229,0,train
D00344,P00044,1,train
D00345,P00230,1,train
D00346,P00094,0,train
D00347,P00231,0,train
D00348,P00001,0,train
D00349,P00133,1,train
D00350,P00055,0,train
D00351,P00232,0,train
D00352,P00233,0,train
D00353,P00154,0,train
D00354,P00057,0,train
D00355,P00069,0,train
D00356,P00071,0,train
D00357,P00229,0,train
D00358,P00234,0,train
D00359,P00235,0,train
D00360,P00236,1,train
D00361,P00044,0,train
D00362,P00237,0,train
D00363,P00238,0,train
D00364,P00006,1,train
D00365,P00239,1,train
D00366,P00035,0,train
D00367,P00240,0,train
D00368,P00072,0,train
D00369,P00241,1,train
D00370,P00011,1,train
D00371,P00242,1,train
D00372,P00088,1,train
D00373,P00097,0,train
D00374,P00044,0,train
D00375,P00243,0,train
D00376,P00099,0,train
D00377,P00031,1,train
D00378,P00019,1,train
D00379,P00029,1,train
D00380,P00072,0,train
D00381,P00055,0,train
D00382,P00023,1,train
D00383,P00044,0,train
D00384,P00236,1,train
D00385,P00002,0,train
D00386,P00244,0,train
D00387,P00020,0,train
D00388,P00094,0,train
D00389,P00245,0,train
D00390,P00246,1,train
D00391,P00018,1,train
D00392,P00247,1,train
D00393,P00115,0,train
D00394,P00248,1,train
D00395,P00097,0,train
D00396,P00044,0,train
D00117,P00142,0,train
D00397,P00249,0,train
D00398,P00250,1,train
D00399,P00245,0,train
D00400,P00068,0,train
D00401,P00251,0,train
D00402,P00111,1,train
D00403,P00066,1,train
D00404,P00252,1,train
D00405,P00203,1,train
D00406,P00253,1,train
D00302,P00254,0,train
D00407,P00066,1,train
D00408,P00255,0,train
D00409,P00256,1,train
D00410,P00257,1,train
D00411,P00024,1,train
D00412,P00062,1,train
D00413,P00258,0,train
D00414,P00259,1,train
D00415,P00178,1,train
D00416,P00260,0,train
D00417,P00097,0,train
D00351,P00051,0,train
D00418,P00261,0,train
D00419,P00131,0,train
D00420,P00262,0,train
D00421,P00263,0,train
D00422,P00232,0,train
D00423,P00044,0,train
D00424,P00086,1,train
D00066,P00264,1,train
D00425,P00044,0,train
D00426,P00070,0,train
D00427,P00197,0,train
D00428,P00097,0,train
D00429,P00265,1,train
D00430,P00266,1,train
D00378,P00267,0,train
D00431,P00220,0,train
D00432,P00268,0,train
D00433,P00269,1,train
D00434,P00270,0,train
D00435,P00121,1,train
D00436,P00271,1,train
D00437,P00012,0,train
D00438,P00272,1,train
D00439,P00080,1,train
D00440,P00115,1,train
D00441,P00273,0,train
D00442,P00053,1,train
D00443,P00086,0,train
D00444,P00274,0,train
D00445,P00233,0,train
D00446,P00055,0,train
D00447,P00115,0,train
D00448,P00030,1,train
D00449,P00271,1,train
D00450,P00024,1,train
D00451,P00009,0,train
D00452,P00199,0,train
D00453,P00065,1,train
D00454,P00239,0,train
D00455,P00275,1,train
D00031,P00276,0,train
D00456,P00115,0,train
D00457,P00277,0,train
D00458,P00068,0,train
D00459,P00278,1,train
D00460,P00279,0,train
D00461,P00280,1,train
D00052,P00281,1,train
D00462,P00115,0,train
D00463,P00068,0,train
D00464,P00002,0,train
D00465,P00282,0,train
D00263,P00283,0,train
D00466,P00284,0,train
D00467,P00048,1,train
D00468,P00153,0,train
D00469,P00085,1,train
D00470,P00065,1,train
D00471,P00002,0,train
D00472,P00016,1,train
D00473,P00044,0,train
D00474,P00102,0,train
D00475,P00285,0,train
D00476,P00286,0,train
D00477,P00097,0,train
D00478,P00085,1,train
D00479,P00088,1,train
D00480,P00287,0,train
D00481,P00007,0,train
D00482,P00194,0,train
D00483,P00288,1,train
D00484,P00088,1,train
D00485,P00269,1,train
D00486,P00039,1,train
D00487,P00189,1,train
D00488,P00289,0,train
D00489,P00233,0,train
D00490,P00290,0,train
D00123,P00115,0,train
D00491,P00196,1,train
D00492,P00291,0,train
D00493,P00292,1,train
D00494,P00088,1,train
D00495,P00094,0,train
D00496,P00036,1,train
D00497,P00173,1,train
D00498,P00293,1,train
D00499,P00123,0,train
D00500,P00002,0,train
D00501,P00294,1,train
D00502,P00131,0,train
D00503,P00066,1,train
D00504,P00213,0,train
D00505,P00295,1,train
D00506,P00296,1,train
D00507,P00297,1,train
D00508,P00036,0,train
D00509,P00001,0,train
D00510,P00298,0,train
D00511,P00299,1,train
D00110,P00300,0,train
D00512,P00044,0,train
D00513,P00301,0,train
D00124,P00302,1,train
D00514,P00243,0,train
D00515,P00239,0,train
D00409,P00303,0,train
D00516,P00115,0,train
D00517,P00304,1,train
D00518,P00187,0,train
D00519,P00243,0,train
D00520,P00305,0,train
D00521,P00053,0,train
D00522,P00220,0,train
D00523,P00110,0,train
D00524,P00306,1,train
D00525,P00227,1,train
D00526,P00307,1,train
D00527,P00036,1,train
D00528,P00020,0,train
D00529,P00308,0,train
D00530,P00281,1,train
D00531,P00309,0,train
D00267,P00020,0,train
D00532,P00187,0,train
D00533,P00041,0,train
D00534,P00190,0,train
D00535,P00012,0,train
D00536,P00310,0,train
D00537,P00311,1,train
D00523,P00097,0,train
D00538,P00178,0,train
D00516,P00097,0,train
D00539,P00312,0,train
D00540,P00236,1,train
D00541,P00044,0,train
D00542,P00312,1,train
D00543,P00044,0,train
D00544,P00213,0,train
D00545,P00313,0,train
D00546,P00314,1,train
D00547,P00201,0,train
D00548,P00012,0,train
D00549,P00020,0,train
D00550,P00007,0,train
D00551,P00315,1,train
D00552,P00224,1,train
D00553,P00316,0,train
D00554,P00317,0,train
D00555,P00044,0,train
D00556,P00318,0,train
D00557,P00088,0,train
D00558,P00107,0,train
D00559,P00319,0,train
D00560,P00320,0,train
D00561,P00002,0,train
D00562,P00154,0,train
D00563,P00097,0,train
D00564,P00053,1,train
D00565,P00012,0,train
D00566,P00321,0,train
D00567,P00322,0,train
D00568,P00097,0,train
D00569,P00115,0,train
D00570,P00072,0,train
D00571,P00023,1,train
D00572,P00323,1,train
D00573,P00324,1,train
D00574,P00253,1,train
D00575,P00244,0,train
D00576,P00233,0,train
D00577,P00024,1,train
D00578,P00094,0,train
D00579,P00325,1,train
D00580,P00326,0,train
D00581,P00327,0,train
D00582,P00066,0,train
D00583,P00239,1,train
D00584,P00328,0,train
D00585,P00097,0,train
D00586,P00020,0,train
D00587,P00329,0,train
D00588,P00170,0,train
D00589,P00149,0,train
D00590,P00330,1,train
D00591,P00090,1,train
D00592,P00331,0,train
D00593,P00332,0,train
D00594,P00333,1,train
D00595,P00211,0,train
D00596,P00020,1,train
D00597,P00072,0,train
D00598,P00203,1,train
D00599,P00334,1,train
D00600,P00327,1,train
D00601,P00335,0,train
D00602,P00177,0,train
D00603,P00289,0,train
D00604,P00001,0,train
D00605,P00233,0,train
D00606,P00336,1,train
D00607,P00097,0,train
D00608,P00222,0,train
D00609,P00059,0,train
D00610,P00088,1,train
D00611,P00337,1,train
D00612,P00332,0,train
D00613,P00029,1,train
D00614,P00270,0,train
D00615,P00072,0,train
D00616,P00304,0,train
D00617,P00091,0,train
D00618,P00338,1,train
D00619,P00339,1,train
D00620,P00311,0,train
D00621,P00340,0,train
D00622,P00301,0,train
D00623,P00040,1,train
D00624,P00002,0,train
D00625,P00055,0,train
D00626,P00131,0,train
D00627,P00281,1,train
D00628,P00063,0,train
D00605,P00341,0,train
D00629,P00293,1,train
D00630,P00342,1,train
D00631,P00164,0,train
D00632,P00319,1,train
D00633,P00115,0,train
D00634,P00343,1,train
D00635,P00209,0,train
D00636,P00115,0,train
D00637,P00002,1,train
D00638,P00002,0,train
D00639,P00149,1,train
D00640,P00261,1,train
D00641,P00344,0,train
D00642,P00345,0,train
D00643,P00097,0,train
D00644,P00099,0,train
D00645,P00026,0,train
D00646,P00346,0,train
D00647,P00206,0,train
D00648,P00123,1,train
D00112,P00347,0,train
D00649,P00033,0,train
D00650,P00219,0,train
D00651,P00348,1,train
D00652,P00349,0,train
D00653,P00350,0,train
D00654,P00351,1,train
D00655,P00086,1,train
D00656,P00036,1,train
D00657,P00352,0,train
D00658,P00353,0,train
D00659,P00094,0,train
D00660,P00354,0,train
D00661,P00355,0,train
D00662,P00125,1,train
D00663,P00356,1,train
D00664,P00097,0,train
D00665,P00357,1,train
D00452,P00358,1,train
D00666,P00036,1,train
D00564,P00359,1,train
D00667,P00072,0,train
D00668,P00360,1,train
D00669,P00361,1,train
D00670,P00265,0,train
D00671,P00362,0,train
D00609,P00363,1,train
D00672,P00123,1,train
D00673,P00034,1,train
D00674,P00044,0,train
D00213,P00107,0,train
D00675,P00364,1,train
D00676,P00044,0,train
D00677,P00055,0,train
D00678,P00195,1,train
D00679,P00365,1,train
D00680,P00366,0,train
D00681,P00363,1,train
D00682,P00044,0,train
D00648,P00007,1,train
D00683,P00367,0,train
D00295,P00044,0,train
D00684,P00368,1,train
D00685,P00253,1,train
D00686,P00369,1,train
D00687,P00065,1,train
D00688,P00370,1,train
D00689,P00308,1,train
D00525,P00148,1,train
D00690,P00371,1,train
D00691,P00096,0,train
D00692,P00254,0,train
D00693,P00065,1,train
D00694,P00203,1,train
D00695,P00001,0,train
D00696,P00372,1,train
D00317,P00373,0,train
D00400,P00374,0,train
D00697,P00029,0,train
D00698,P00131,0,train
D00699,P00239,0,train
D00700,P00375,0,train
D00701,P00026,0,train
D00702,P00018,1,train
D00703,P00049,0,train
D00704,P00002,0,train
D00705,P00097,0,train
D00706,P00376,1,train
D00707,P00001,0,train
D00708,P00377,0,train
D00709,P00044,0,train
D00710,P00072,0,train
D00711,P00086,1,train
D00712,P00065,1,train
D00713,P00232,1,train
D00714,P00378,1,train
D00715,P00044,0,train
D00716,P00379,0,train
D00717,P00380,1,train
D00718,P00054,0,train
D00719,P00361,1,train
D00720,P00026,0,train
D00721,P00134,1,train
D00722,P00131,0,train
D00723,P00047,1,train
D00724,P00162,0,train
D00725,P00381,1,train
D00726,P00088,1,train
D00727,P00012,0,train
D00728,P00253,1,train
D00729,P00115,0,train
D00730,P00382,0,train
D00731,P00024,0,train
D00732,P00224,1,train
D00733,P00112,1,train
D00734,P00023,0,train
D00735,P00214,0,train
D00736,P00383,1,train
D00737,P00002,0,train
D00738,P00384,1,train
D00739,P00385,1,train
D00740,P00030,1,train
D00741,P00125,1,train
D00742,P00386,1,train
D00743,P00387,1,train
D00744,P00388,0,train
D00745,P00211,0,train
D00746,P00091,1,train
D00747,P00365,1,train
D00748,P00097,0,train
D00125,P00081,0,train
D00749,P00195,1,train
D00750,P00036,1,train
D00751,P00389,1,train
D00163,P00390,0,train
D00752,P00391,0,train
D00753,P00013,0,train
D00754,P00082,1,train
D00755,P00327,1,train
D00756,P00247,0,train
D00757,P00002,0,train
D00758,P00045,1,train
D00759,P00002,0,train
D00760,P00392,1,train
D00761,P00115,0,train
D00762,P00065,1,train
D00763,P00343,1,train
D00764,P00393,1,train
D00765,P00026,0,train
D00766,P00044,0,train
D00767,P00072,0,train
D00768,P00020,0,train
D00769,P00044,0,train
D00770,P00149,0,train
D00771,P00143,1,train
D00772,P00394,1,train
D00773,P00073,0,train
D00774,P00139,0,train
D00775,P00395,1,train
D00776,P00396,0,train
D00777,P00094,0,train
D00778,P00397,0,train
D00779,P00398,0,train
D00780,P00123,1,train
D00781,P00309,1,train
D00782,P00178,0,train
D00783,P00395,1,train
D00784,P00399,0,train
D00785,P00195,1,train
D00786,P00400,1,train
D00787,P00044,0,train
D00788,P00125,1,train
D00111,P00107,0,train
D00789,P00197,1,train
D00790,P00044,0,train
D00791,P00002,0,train
D00792,P00068,1,train
D00793,P00401,0,train
D00794,P00402,0,train
D00795,P00403,0,train
D00796,P00024,1,train
D00797,P00345,0,train
D00798,P00125,1,train
D00799,P00295,1,train
D00800,P00002,0,train
D00801,P00121,1,train
D00802,P00018,1,train
D00026,P00214,0,train
D00803,P00333,1,train
D00804,P00088,0,train
D00243,P00164,1,train
D00358,P00404,0,train
D00805,P00405,1,train
D00806,P00406,0,train
D00807,P00407,1,train
D00808,P00236,1,train
D00809,P00408,0,train
D00810,P00001,0,train
D00811,P00409,1,train
D00812,P00410,0,train
D00813,P00411,1,train
D00814,P00065,1,train
D00815,P00097,0,train
D00816,P00001,0,train
D00817,P00115,0,train
D00818,P00412,0,train
D00819,P00413,0,train
D00820,P00194,1,train
D00821,P00044,0,train
D00822,P00414,1,train
D00823,P00001,0,train
D00824,P00215,0,train
D00179,P00066,0,train
D00825,P00080,0,train
D00826,P00415,0,train
D00827,P00195,1,train
D00828,P00073,1,train
D00829,P00055,0,train
D00830,P00416,0,train
D00831,P00072,0,train
D00832,P00417,0,train
D00833,P00212,0,train
D00834,P00202,1,train
D00835,P00412,1,train
D00836,P00072,0,train
D00837,P00001,0,train
D00163,P00418,0,train
D00838,P00419,0,train
D00839,P00070,0,train
D00840,P00020,0,train
D00841,P00284,0,train
D00842,P00199,0,train
D00843,P00420,0,train
D00844,P00044,0,train
D00845,P00090,1,train
D00846,P00044,0,train
D00847,P00421,0,train
D00848,P00422,0,train
D00849,P00423,0,train
D00850,P00141,1,train
D00851,P00131,0,train
D00852,P00024,0,train
D00724,P00280,0,train
D00086,P00424,0,train
D00853,P00002,0,train
D00854,P00048,1,train
D00855,P00425,1,train
D00856,P00289,0,train
D00857,P00189,0,train
D00858,P00055,0,train
D00859,P00097,0,train
D00860,P00426,0,train
D00861,P00002,0,train
D00052,P00427,0,train
D00862,P00212,0,train
D00863,P00033,0,train
D00864,P00029,1,train
D00865,P00222,0,train
D00866,P00062,1,train
D00867,P00002,0,train
D00868,P00361,1,train
D00869,P00115,0,train
D00870,P00257,1,train
D00871,P00012,0,train
D00872,P00428,0,train
D00873,P00110,0,train
D00874,P00203,1,train
D00875,P00002,0,train
D00876,P00429,1,train
D00877,P00088,1,train
D00878,P00180,1,train
D00879,P00066,1,train
D00880,P00397,0,train
D00881,P00206,0,train
D00882,P00430,0,train
D00883,P00049,0,train
D00884,P00431,1,train
D00885,P00001,0,train
D00886,P00059,1,train
D00887,P00097,0,train
D00888,P00068,0,train
D00889,P00068,0,train
D00890,P00001,0,train
D00891,P00432,0,train
D00892,P00065,1,train
D00893,P00433,0,train
D00894,P00233,0,train
D00895,P00029,0,train
D00896,P00097,0,train
D00897,P00395,1,train
D00898,P00115,0,train
D00899,P00009,0,train
D00900,P00434,0,train
D00901,P00088,1,train
D00902,P00435,1,train
D00903,P00123,1,train
D00904,P00436,1,train
D00905,P00081,0,train
D00906,P00437,1,train
D00907,P00140,1,train
D00908,P00438,0,train
D00909,P00439,0,train
D00910,P00033,0,train
D00474,P00440,1,train
D00911,P00047,0,train
D00912,P00441,0,train
D00913,P00442,1,train
D00914,P00044,0,train
D00915,P00410,0,train
D00916,P00443,1,train
D00917,P00444,1,train
D00918,P00081,0,train
D00869,P00445,1,train
D00919,P00446,0,train
D00920,P00212,0,train
D00282,P00213,0,train
D00921,P00274,0,train
D00922,P00333,1,train
D00923,P00447,0,train
D00924,P00448,1,train
D00925,P00104,0,train
D00926,P00070,0,train
D00927,P00422,0,train
D00928,P00246,1,train
D00929,P00449,0,train
D00930,P00450,0,train
D00931,P00451,1,train
D00932,P00357,1,train
D00933,P00382,0,train
D00934,P00068,0,train
D00935,P00065,1,train
D00936,P00080,1,train
D00937,P00001,0,train
D00938,P00452,1,train
D00939,P00245,0,train
D00940,P00082,1,train
D00941,P00195,1,train
D00031,P00453,0,train
D00942,P00343,1,train
D00943,P00012,0,train
D00944,P00009,0,train
D00945,P00036,1,train
D00946,P00002,0,train
D00947,P00035,0,train
D00948,P00454,1,train
D00949,P00115,0,train
D00950,P00455,0,train
D00951,P00036,1,train
D00952,P00093,0,train
D00953,P00299,1,train
D00954,P00120,1,train
D00139,P00154,0,train
D00955,P00456,1,train
D00956,P00102,0,train
D00957,P00006,1,train
D00958,P00013,0,train
D00959,P00088,1,train
D00960,P00033,0,train
D00667,P00012,0,train
D00961,P00152,1,train
D00962,P00044,0,train
D00963,P00162,1,train
D00964,P00115,0,train
D00965,P00143,1,train
D00966,P00121,0,train
D00967,P00085,1,train
D00968,P00001,0,train
D00969,P00055,0,train
D00970,P00382,0,train
D00971,P00457,0,train
D00972,P00312,1,train
D00973,P00115,0,train
D00974,P00020,0,train
D00975,P00026,0,train
D00976,P00382,0,train
D00977,P00197,1,train
D00978,P00086,1,train
D00979,P00458,1,train
D00980,P00002,0,train
D00981,P00080,1,train
D00031,P00257,0,train
D00982,P00371,0,train
D00983,P00002,0,train
D00984,P00224,1,train
D00985,P00029,0,train
D00986,P00459,0,train
D00987,P00367,1,train
D00988,P00460,0,train
D00989,P00461,0,train
D00990,P00080,1,train
D00991,P00065,1,train
D00992,P00026,0,train
D00993,P00462,0,train
D00994,P00197,0,train
D00995,P00222,0,train
D00996,P00159,0,train
D00997,P00463,1,train
D00998,P00002,0,train
D00999,P00454,1,train
D01000,P00464,0,train
D01001,P00465,0,train
D00201,P00466,1,train
D01002,P00157,0,train
D01003,P00467,1,train
D01004,P00115,1,train
D01005,P00069,0,train
D01006,P00097,0,train
D01007,P00468,0,train
D01008,P00463,1,train
D01009,P00321,0,train
D01010,P00469,1,train
D01011,P00194,0,train
D01012,P00002,0,train
D01013,P00338,1,train
D01014,P00044,0,train
D01015,P00016,1,train
D01016,P00002,0,train
D01017,P00055,1,train
D01018,P00214,1,train
D01019,P00144,1,train
D01020,P00194,1,train
D01021,P00065,1,train
D01022,P00187,0,train
D01023,P00354,0,train
D01024,P00257,0,train
D01025,P00470,0,train
D01026,P00097,0,train
D01027,P00072,0,train
D01028,P00471,1,train
D01029,P00007,1,train
D01030,P00044,0,train
D01031,P00115,0,train
D01032,P00322,1,train
D01033,P00374,0,train
D01034,P00472,1,train
D01035,P00473,1,train
D00742,P00474,0,train
D01036,P00398,0,train
D01037,P00123,1,train
D01038,P00475,1,train
D00743,P00044,0,train
D01039,P00476,0,train
D01040,P00330,1,train
D00620,P00477,1,train
D01041,P00073,0,train
D01042,P00478,0,train
D01043,P00187,0,train
D01044,P00080,1,train
D01045,P00211,1,train
D01046,P00072,0,train
D01047,P00066,1,train
D01048,P00070,0,train
D01049,P00065,1,train
D01050,P00097,0,train
D01051,P00097,0,train
D01052,P00020,0,train
D01053,P00295,1,train
D01054,P00479,0,train
D01055,P00347,1,train
D00291,P00090,1,train
D01056,P00233,0,train
D01057,P00480,0,train
D01058,P00099,0,train
D01059,P00048,1,train
D01060,P00057,0,train
D01061,P00433,0,train
D01062,P00045,1,train
D01063,P00187,0,train
D01064,P00481,1,train
D01065,P00203,1,train
D01066,P00252,1,train
D01067,P00026,0,train
D01068,P00068,0,train
D01069,P00072,0,train
D01070,P00476,0,train
D01071,P00482,0,train
D01072,P00012,0,train
D01073,P00065,1,train
D01074,P00029,0,train
D01075,P00388,0,train
D01076,P00048,1,train
D01077,P00040,1,train
D01078,P00292,1,train
D01079,P00001,0,train
D01080,P00078,0,train
D01081,P00123,1,train
D01082,P00483,1,train
D01083,P00128,0,train
D01084,P00047,0,train
D01085,P00044,0,train
D01086,P00018,1,train
D01087,P00484,0,train
D01088,P00147,1,train
D01089,P00097,0,train
D01090,P00485,0,train
D00529,P00486,0,train
D01091,P00487,1,train
D01092,P00264,1,train
D01093,P00199,0,train
D01094,P00030,1,train
D01095,P00488,1,train
D01096,P00330,1,train
D01097,P00489,1,train
D01098,P00304,1,train
D01099,P00319,0,train
D01100,P00144,1,train
D01101,P00098,0,train
D01102,P00216,0,train
D01103,P00244,1,train
D01104,P00304,0,train
D01105,P00490,0,train
D01106,P00441,0,train
D01107,P00491,0,train
D01108,P00324,0,train
